,date,name,point
0,2021-01-01,가나의 혼인잔치: 언약,9.59
1,2021-01-01,언플랜드,9.52
2,2021-01-01,극장판 바이올렛 에버가든,9.49
3,2021-01-01,부활: 그 증거,9.40
4,2021-01-01,소년시절의 너,9.39
5,2021-01-01,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
6,2021-01-01,일 포스티노,9.16
7,2021-01-01,제리 맥과이어,9.16
8,2021-01-01,사랑의 블랙홀,9.15
9,2021-01-01,러브레터,9.12
10,2021-01-01,타오르는 여인의 초상,9.07
11,2021-01-01,글루미 선데이,9.06
12,2021-01-01,당신이 잠든 사이에,9.06
13,2021-01-01,노트북,9.05
14,2021-01-01,비긴 어게인,9.04
15,2021-01-01,굿바이,9.04
16,2021-01-01,"조제, 호랑이 그리고 물고기들",9.00
17,2021-01-01,윤희에게,8.98
18,2021-01-01,남매의 여름밤,8.96
19,2021-01-01,러브 액츄얼리,8.93
20,2021-01-01,담보,8.91
21,2021-01-01,해리가 샐리를 만났을 때,8.89
22,2021-01-01,화양연화,8.80
23,2021-01-01,찬실이는 복도 많지,8.72
24,2021-01-01,귀여운 여인,8.70
25,2021-01-01,피아노,8.66
26,2021-01-01,캡틴 판타스틱,8.65
27,2021-01-01,퐁네프의 연인들,8.63
28,2021-01-01,라라랜드,8.61
29,2021-01-01,철도원,8.59
30,2021-01-01,아비정전,8.50
31,2021-01-01,레토,8.43
32,2021-01-01,삼진그룹 영어토익반,8.36
33,2021-01-01,테넷,8.20
34,2021-01-01,런,8.17
35,2021-01-01,하나와 앨리스,8.11
36,2021-01-01,일대종사,8.01
37,2021-01-01,존 윅 3: 파라벨룸,8.01
38,2021-01-01,아이 엠 러브,7.85
39,2021-01-01,펀치 드렁크 러브,7.72
40,2021-01-01,루비 스팍스,7.51
41,2021-01-01,도굴,7.36
42,2021-01-01,애비규환,7.02
43,2021-01-01,프리키 데스데이,6.84
44,2021-01-01,조제,6.65
45,2021-01-01,이웃사촌,5.98
46,2021-01-01,원더 우먼 1984,5.49
47,2021-01-01,800,3.60
48,2021-01-02,가나의 혼인잔치: 언약,9.56
49,2021-01-02,언플랜드,9.50
50,2021-01-02,극장판 바이올렛 에버가든,9.50
51,2021-01-02,부활: 그 증거,9.40
52,2021-01-02,소년시절의 너,9.39
53,2021-01-02,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
54,2021-01-02,일 포스티노,9.16
55,2021-01-02,제리 맥과이어,9.16
56,2021-01-02,사랑의 블랙홀,9.15
57,2021-01-02,러브레터,9.12
58,2021-01-02,타오르는 여인의 초상,9.07
59,2021-01-02,글루미 선데이,9.06
60,2021-01-02,당신이 잠든 사이에,9.06
61,2021-01-02,노트북,9.05
62,2021-01-02,비긴 어게인,9.04
63,2021-01-02,굿바이,9.04
64,2021-01-02,"조제, 호랑이 그리고 물고기들",9.00
65,2021-01-02,윤희에게,8.99
66,2021-01-02,남매의 여름밤,8.96
67,2021-01-02,러브 액츄얼리,8.93
68,2021-01-02,담보,8.91
69,2021-01-02,해리가 샐리를 만났을 때,8.89
70,2021-01-02,화양연화,8.79
71,2021-01-02,찬실이는 복도 많지,8.72
72,2021-01-02,귀여운 여인,8.70
73,2021-01-02,피아노,8.66
74,2021-01-02,캡틴 판타스틱,8.65
75,2021-01-02,퐁네프의 연인들,8.63
76,2021-01-02,라라랜드,8.61
77,2021-01-02,철도원,8.59
78,2021-01-02,아비정전,8.50
79,2021-01-02,레토,8.43
80,2021-01-02,삼진그룹 영어토익반,8.36
81,2021-01-02,테넷,8.20
82,2021-01-02,런,8.17
83,2021-01-02,하나와 앨리스,8.11
84,2021-01-02,존 윅 3: 파라벨룸,8.01
85,2021-01-02,아이 엠 러브,7.85
86,2021-01-02,펀치 드렁크 러브,7.71
87,2021-01-02,루비 스팍스,7.51
88,2021-01-02,도굴,7.34
89,2021-01-02,애비규환,7.02
90,2021-01-02,프리키 데스데이,6.82
91,2021-01-02,조제,6.63
92,2021-01-02,이웃사촌,6.00
93,2021-01-02,원더 우먼 1984,5.48
94,2021-01-02,800,3.60
95,2021-01-03,가나의 혼인잔치: 언약,9.54
96,2021-01-03,극장판 바이올렛 에버가든,9.50
97,2021-01-03,언플랜드,9.49
98,2021-01-03,부활: 그 증거,9.40
99,2021-01-03,소년시절의 너,9.39
100,2021-01-03,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
101,2021-01-03,일 포스티노,9.17
102,2021-01-03,제리 맥과이어,9.16
103,2021-01-03,사랑의 블랙홀,9.15
104,2021-01-03,러브레터,9.12
105,2021-01-03,타오르는 여인의 초상,9.07
106,2021-01-03,글루미 선데이,9.06
107,2021-01-03,당신이 잠든 사이에,9.06
108,2021-01-03,노트북,9.05
109,2021-01-03,굿바이,9.04
110,2021-01-03,비긴 어게인,9.04
111,2021-01-03,"조제, 호랑이 그리고 물고기들",9.00
112,2021-01-03,윤희에게,8.99
113,2021-01-03,남매의 여름밤,8.96
114,2021-01-03,러브 액츄얼리,8.93
115,2021-01-03,담보,8.91
116,2021-01-03,해리가 샐리를 만났을 때,8.88
117,2021-01-03,화양연화,8.75
118,2021-01-03,찬실이는 복도 많지,8.72
119,2021-01-03,귀여운 여인,8.70
120,2021-01-03,피아노,8.66
121,2021-01-03,캡틴 판타스틱,8.65
122,2021-01-03,퐁네프의 연인들,8.63
123,2021-01-03,라라랜드,8.61
124,2021-01-03,철도원,8.59
125,2021-01-03,아비정전,8.50
126,2021-01-03,레토,8.43
127,2021-01-03,삼진그룹 영어토익반,8.36
128,2021-01-03,테넷,8.19
129,2021-01-03,런,8.16
130,2021-01-03,하나와 앨리스,8.11
131,2021-01-03,존 윅 3: 파라벨룸,8.01
132,2021-01-03,아이 엠 러브,7.85
133,2021-01-03,펀치 드렁크 러브,7.72
134,2021-01-03,루비 스팍스,7.51
135,2021-01-03,도굴,7.34
136,2021-01-03,애비규환,7.01
137,2021-01-03,프리키 데스데이,6.80
138,2021-01-03,조제,6.64
139,2021-01-03,이웃사촌,5.98
140,2021-01-03,원더 우먼 1984,5.44
141,2021-01-03,800,3.60
142,2021-01-04,가나의 혼인잔치: 언약,9.51
143,2021-01-04,극장판 바이올렛 에버가든,9.50
144,2021-01-04,언플랜드,9.49
145,2021-01-04,부활: 그 증거,9.40
146,2021-01-04,소년시절의 너,9.39
147,2021-01-04,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
148,2021-01-04,제리 맥과이어,9.16
149,2021-01-04,사랑의 블랙홀,9.15
150,2021-01-04,러브레터,9.12
151,2021-01-04,타오르는 여인의 초상,9.07
152,2021-01-04,글루미 선데이,9.06
153,2021-01-04,노트북,9.05
154,2021-01-04,비긴 어게인,9.04
155,2021-01-04,굿바이,9.04
156,2021-01-04,"조제, 호랑이 그리고 물고기들",9.00
157,2021-01-04,윤희에게,8.99
158,2021-01-04,남매의 여름밤,8.96
159,2021-01-04,러브 액츄얼리,8.93
160,2021-01-04,담보,8.91
161,2021-01-04,해리가 샐리를 만났을 때,8.88
162,2021-01-04,화양연화,8.76
163,2021-01-04,찬실이는 복도 많지,8.72
164,2021-01-04,귀여운 여인,8.70
165,2021-01-04,캡틴 판타스틱,8.65
166,2021-01-04,퐁네프의 연인들,8.63
167,2021-01-04,라라랜드,8.61
168,2021-01-04,철도원,8.58
169,2021-01-04,아비정전,8.50
170,2021-01-04,삼진그룹 영어토익반,8.36
171,2021-01-04,테넷,8.20
172,2021-01-04,런,8.16
173,2021-01-04,하나와 앨리스,8.11
174,2021-01-04,존 윅 3: 파라벨룸,8.01
175,2021-01-04,아이 엠 러브,7.85
176,2021-01-04,펀치 드렁크 러브,7.72
177,2021-01-04,루비 스팍스,7.51
178,2021-01-04,도굴,7.33
179,2021-01-04,애비규환,7.01
180,2021-01-04,프리키 데스데이,6.80
181,2021-01-04,조제,6.65
182,2021-01-04,이웃사촌,5.96
183,2021-01-04,원더 우먼 1984,5.41
184,2021-01-04,800,3.61
185,2021-01-05,가나의 혼인잔치: 언약,9.52
186,2021-01-05,극장판 바이올렛 에버가든,9.51
187,2021-01-05,언플랜드,9.49
188,2021-01-05,부활: 그 증거,9.40
189,2021-01-05,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
190,2021-01-05,제리 맥과이어,9.16
191,2021-01-05,사랑의 블랙홀,9.15
192,2021-01-05,러브레터,9.12
193,2021-01-05,타오르는 여인의 초상,9.06
194,2021-01-05,글루미 선데이,9.06
195,2021-01-05,당신이 잠든 사이에,9.06
196,2021-01-05,노트북,9.05
197,2021-01-05,굿바이,9.04
198,2021-01-05,비긴 어게인,9.04
199,2021-01-05,"조제, 호랑이 그리고 물고기들",9.00
200,2021-01-05,윤희에게,8.98
201,2021-01-05,남매의 여름밤,8.96
202,2021-01-05,러브 액츄얼리,8.93
203,2021-01-05,담보,8.91
204,2021-01-05,해리가 샐리를 만났을 때,8.88
205,2021-01-05,화양연화,8.76
206,2021-01-05,찬실이는 복도 많지,8.72
207,2021-01-05,캡틴 판타스틱,8.65
208,2021-01-05,퐁네프의 연인들,8.63
209,2021-01-05,라라랜드,8.61
210,2021-01-05,철도원,8.58
211,2021-01-05,아비정전,8.50
212,2021-01-05,삼진그룹 영어토익반,8.35
213,2021-01-05,테넷,8.19
214,2021-01-05,런,8.17
215,2021-01-05,존 윅 3: 파라벨룸,8.01
216,2021-01-05,아이 엠 러브,7.85
217,2021-01-05,펀치 드렁크 러브,7.72
218,2021-01-05,루비 스팍스,7.51
219,2021-01-05,도굴,7.33
220,2021-01-05,애비규환,7.03
221,2021-01-05,프리키 데스데이,6.80
222,2021-01-05,조제,6.65
223,2021-01-05,이웃사촌,5.97
224,2021-01-05,원더 우먼 1984,5.38
225,2021-01-05,800,3.62
226,2021-01-06,가나의 혼인잔치: 언약,9.52
227,2021-01-06,극장판 바이올렛 에버가든,9.51
228,2021-01-06,언플랜드,9.49
229,2021-01-06,부활: 그 증거,9.40
230,2021-01-06,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27
231,2021-01-06,일 포스티노,9.17
232,2021-01-06,제리 맥과이어,9.16
233,2021-01-06,사랑의 블랙홀,9.15
234,2021-01-06,러브레터,9.12
235,2021-01-06,타오르는 여인의 초상,9.06
236,2021-01-06,글루미 선데이,9.06
237,2021-01-06,당신이 잠든 사이에,9.06
238,2021-01-06,노트북,9.05
239,2021-01-06,굿바이,9.04
240,2021-01-06,비긴 어게인,9.04
241,2021-01-06,남매의 여름밤,8.96
242,2021-01-06,러브 액츄얼리,8.93
243,2021-01-06,담보,8.91
244,2021-01-06,해리가 샐리를 만났을 때,8.88
245,2021-01-06,화양연화,8.76
246,2021-01-06,찬실이는 복도 많지,8.72
247,2021-01-06,피아노,8.66
248,2021-01-06,캡틴 판타스틱,8.65
249,2021-01-06,퐁네프의 연인들,8.63
250,2021-01-06,라라랜드,8.61
251,2021-01-06,철도원,8.58
252,2021-01-06,아비정전,8.50
253,2021-01-06,스윙키즈,8.40
254,2021-01-06,삼진그룹 영어토익반,8.35
255,2021-01-06,패터슨,8.30
256,2021-01-06,테넷,8.19
257,2021-01-06,런,8.17
258,2021-01-06,아이 엠 러브,7.85
259,2021-01-06,펀치 드렁크 러브,7.72
260,2021-01-06,루비 스팍스,7.51
261,2021-01-06,도굴,7.33
262,2021-01-06,애비규환,7.03
263,2021-01-06,조제,6.65
264,2021-01-06,이웃사촌,5.95
265,2021-01-06,원더 우먼 1984,5.35
266,2021-01-06,800,3.62
267,2021-01-07,가나의 혼인잔치: 언약,9.52
268,2021-01-07,극장판 바이올렛 에버가든,9.51
269,2021-01-07,언플랜드,9.49
270,2021-01-07,부활: 그 증거,9.40
271,2021-01-07,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27
272,2021-01-07,일 포스티노,9.17
273,2021-01-07,제리 맥과이어,9.16
274,2021-01-07,사랑의 블랙홀,9.15
275,2021-01-07,러브레터,9.12
276,2021-01-07,타오르는 여인의 초상,9.06
277,2021-01-07,글루미 선데이,9.06
278,2021-01-07,당신이 잠든 사이에,9.06
279,2021-01-07,노트북,9.05
280,2021-01-07,굿바이,9.04
281,2021-01-07,비긴 어게인,9.04
282,2021-01-07,남매의 여름밤,8.96
283,2021-01-07,러브 액츄얼리,8.93
284,2021-01-07,담보,8.91
285,2021-01-07,해리가 샐리를 만났을 때,8.88
286,2021-01-07,화양연화,8.76
287,2021-01-07,맨체스터 바이 더 씨,8.72
288,2021-01-07,찬실이는 복도 많지,8.71
289,2021-01-07,피아노,8.66
290,2021-01-07,토탈 이클립스,8.66
291,2021-01-07,캡틴 판타스틱,8.65
292,2021-01-07,퐁네프의 연인들,8.63
293,2021-01-07,라라랜드,8.61
294,2021-01-07,철도원,8.58
295,2021-01-07,내일을 위한 시간,8.54
296,2021-01-07,아비정전,8.50
297,2021-01-07,스윙키즈,8.40
298,2021-01-07,삼진그룹 영어토익반,8.35
299,2021-01-07,패터슨,8.30
300,2021-01-07,테넷,8.19
301,2021-01-07,런,8.16
302,2021-01-07,무드 인디고,8.02
303,2021-01-07,아이 엠 러브,7.85
304,2021-01-07,신과함께-죄와 벌,7.83
305,2021-01-07,반교: 디텐션,7.81
306,2021-01-07,펀치 드렁크 러브,7.72
307,2021-01-07,루비 스팍스,7.51
308,2021-01-07,도굴,7.33
309,2021-01-07,애비규환,7.03
310,2021-01-07,조제,6.65
311,2021-01-07,이웃사촌,5.96
312,2021-01-07,레이니 데이 인 뉴욕,5.54
313,2021-01-07,원더 우먼 1984,5.33
314,2021-01-07,800,3.62
315,2021-01-08,가나의 혼인잔치: 언약,9.52
316,2021-01-08,극장판 바이올렛 에버가든,9.51
317,2021-01-08,언플랜드,9.49
318,2021-01-08,부활: 그 증거,9.40
319,2021-01-08,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27
320,2021-01-08,일 포스티노,9.17
321,2021-01-08,제리 맥과이어,9.16
322,2021-01-08,사랑의 블랙홀,9.15
323,2021-01-08,러브레터,9.12
324,2021-01-08,노팅 힐,9.08
325,2021-01-08,타오르는 여인의 초상,9.06
326,2021-01-08,글루미 선데이,9.06
327,2021-01-08,노트북,9.05
328,2021-01-08,비긴 어게인,9.04
329,2021-01-08,굿바이,9.04
330,2021-01-08,남매의 여름밤,8.96
331,2021-01-08,러브 액츄얼리,8.93
332,2021-01-08,담보,8.91
333,2021-01-08,라빠르망,8.81
334,2021-01-08,너의 이름은.,8.78
335,2021-01-08,화양연화,8.76
336,2021-01-08,맨체스터 바이 더 씨,8.72
337,2021-01-08,찬실이는 복도 많지,8.71
338,2021-01-08,피아노,8.66
339,2021-01-08,토탈 이클립스,8.66
340,2021-01-08,라라랜드,8.61
341,2021-01-08,철도원,8.58
342,2021-01-08,내일을 위한 시간,8.54
343,2021-01-08,백엔의 사랑,8.52
344,2021-01-08,아비정전,8.50
345,2021-01-08,스윙키즈,8.40
346,2021-01-08,초속5센티미터,8.36
347,2021-01-08,삼진그룹 영어토익반,8.35
348,2021-01-08,너의 췌장을 먹고 싶어,8.34
349,2021-01-08,패터슨,8.29
350,2021-01-08,테넷,8.19
351,2021-01-08,런,8.16
352,2021-01-08,너의 췌장을 먹고 싶어,8.08
353,2021-01-08,무드 인디고,8.02
354,2021-01-08,날씨의 아이,7.98
355,2021-01-08,아이 엠 러브,7.85
356,2021-01-08,신과함께-죄와 벌,7.83
357,2021-01-08,반교: 디텐션,7.82
358,2021-01-08,펀치 드렁크 러브,7.72
359,2021-01-08,"안녕, 티라노: 영원히, 함께",7.59
360,2021-01-08,루비 스팍스,7.51
361,2021-01-08,도굴,7.33
362,2021-01-08,애비규환,7.04
363,2021-01-08,조제,6.66
364,2021-01-08,이웃사촌,5.96
365,2021-01-09,가나의 혼인잔치: 언약,9.52
366,2021-01-09,극장판 바이올렛 에버가든,9.52
367,2021-01-09,언플랜드,9.49
368,2021-01-09,부활: 그 증거,9.40
369,2021-01-09,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27
370,2021-01-09,일 포스티노,9.17
371,2021-01-09,제리 맥과이어,9.16
372,2021-01-09,사랑의 블랙홀,9.15
373,2021-01-09,러브레터,9.12
374,2021-01-09,노팅 힐,9.08
375,2021-01-09,타오르는 여인의 초상,9.06
376,2021-01-09,글루미 선데이,9.06
377,2021-01-09,노트북,9.05
378,2021-01-09,굿바이,9.04
379,2021-01-09,비긴 어게인,9.04
380,2021-01-09,남매의 여름밤,8.95
381,2021-01-09,러브 액츄얼리,8.93
382,2021-01-09,담보,8.91
383,2021-01-09,해리가 샐리를 만났을 때,8.88
384,2021-01-09,라빠르망,8.81
385,2021-01-09,너의 이름은.,8.78
386,2021-01-09,화양연화,8.74
387,2021-01-09,맨체스터 바이 더 씨,8.72
388,2021-01-09,찬실이는 복도 많지,8.72
389,2021-01-09,토탈 이클립스,8.66
390,2021-01-09,라라랜드,8.61
391,2021-01-09,철도원,8.58
392,2021-01-09,내일을 위한 시간,8.54
393,2021-01-09,백엔의 사랑,8.52
394,2021-01-09,아비정전,8.49
395,2021-01-09,스윙키즈,8.40
396,2021-01-09,초속5센티미터,8.36
397,2021-01-09,삼진그룹 영어토익반,8.35
398,2021-01-09,너의 췌장을 먹고 싶어,8.34
399,2021-01-09,패터슨,8.29
400,2021-01-09,테넷,8.19
401,2021-01-09,런,8.16
402,2021-01-09,너의 췌장을 먹고 싶어,8.08
403,2021-01-09,무드 인디고,8.02
404,2021-01-09,날씨의 아이,7.98
405,2021-01-09,아이 엠 러브,7.85
406,2021-01-09,신과함께-죄와 벌,7.83
407,2021-01-09,반교: 디텐션,7.82
408,2021-01-09,펀치 드렁크 러브,7.72
409,2021-01-09,"안녕, 티라노: 영원히, 함께",7.59
410,2021-01-09,루비 스팍스,7.51
411,2021-01-09,도굴,7.33
412,2021-01-09,협상,7.32
413,2021-01-09,애비규환,7.04
414,2021-01-09,조제,6.65
415,2021-01-10,가나의 혼인잔치: 언약,9.52
416,2021-01-10,극장판 바이올렛 에버가든,9.51
417,2021-01-10,언플랜드,9.49
418,2021-01-10,부활: 그 증거,9.40
419,2021-01-10,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.28
420,2021-01-10,제리 맥과이어,9.16
421,2021-01-10,사랑의 블랙홀,9.15
422,2021-01-10,러브레터,9.12
423,2021-01-10,노팅 힐,9.08
424,2021-01-10,타오르는 여인의 초상,9.06
425,2021-01-10,글루미 선데이,9.06
426,2021-01-10,노트북,9.05
427,2021-01-10,굿바이,9.04
428,2021-01-10,비긴 어게인,9.04
429,2021-01-10,"조제, 호랑이 그리고 물고기들",9.00
430,2021-01-10,남매의 여름밤,8.95
431,2021-01-10,러브 액츄얼리,8.94
432,2021-01-10,담보,8.91
433,2021-01-10,해리가 샐리를 만났을 때,8.88
434,2021-01-10,라빠르망,8.81
435,2021-01-10,너의 이름은.,8.78
436,2021-01-10,화양연화,8.75
437,2021-01-10,맨체스터 바이 더 씨,8.72
438,2021-01-10,찬실이는 복도 많지,8.71
439,2021-01-10,퐁네프의 연인들,8.63
440,2021-01-10,라라랜드,8.61
441,2021-01-10,철도원,8.58
442,2021-01-10,내일을 위한 시간,8.54
443,2021-01-10,백엔의 사랑,8.51
444,2021-01-10,아비정전,8.49
445,2021-01-10,스윙키즈,8.40
446,2021-01-10,초속5센티미터,8.36
447,2021-01-10,삼진그룹 영어토익반,8.35
448,2021-01-10,너의 췌장을 먹고 싶어,8.34
449,2021-01-10,패터슨,8.29
450,2021-01-10,테넷,8.19
451,2021-01-10,런,8.15
452,2021-01-10,너의 췌장을 먹고 싶어,8.08
453,2021-01-10,무드 인디고,8.02
454,2021-01-10,날씨의 아이,7.98
455,2021-01-10,아이 엠 러브,7.85
456,2021-01-10,신과함께-죄와 벌,7.83
457,2021-01-10,반교: 디텐션,7.82
458,2021-01-10,펀치 드렁크 러브,7.72
459,2021-01-10,"안녕, 티라노: 영원히, 함께",7.59
460,2021-01-10,루비 스팍스,7.51
461,2021-01-10,협상,7.32
462,2021-01-10,도굴,7.32
463,2021-01-10,애비규환,7.05
464,2021-01-10,조제,6.64
465,2021-01-11,가나의 혼인잔치: 언약,9.52
466,2021-01-11,극장판 바이올렛 에버가든,9.52
467,2021-01-11,언플랜드,9.47
468,2021-01-11,부활: 그 증거,9.40
469,2021-01-11,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.28
470,2021-01-11,일 포스티노,9.17
471,2021-01-11,제리 맥과이어,9.16
472,2021-01-11,사랑의 블랙홀,9.15
473,2021-01-11,러브레터,9.12
474,2021-01-11,노팅 힐,9.08
475,2021-01-11,타오르는 여인의 초상,9.06
476,2021-01-11,글루미 선데이,9.06
477,2021-01-11,노트북,9.05
478,2021-01-11,굿바이,9.04
479,2021-01-11,비긴 어게인,9.04
480,2021-01-11,"조제, 호랑이 그리고 물고기들",9.00
481,2021-01-11,남매의 여름밤,8.95
482,2021-01-11,러브 액츄얼리,8.94
483,2021-01-11,담보,8.91
484,2021-01-11,해리가 샐리를 만났을 때,8.88
485,2021-01-11,이별의 아침에 약속의 꽃을 장식하자,8.83
486,2021-01-11,라빠르망,8.81
487,2021-01-11,너의 이름은.,8.78
488,2021-01-11,화양연화,8.75
489,2021-01-11,맨체스터 바이 더 씨,8.72
490,2021-01-11,찬실이는 복도 많지,8.70
491,2021-01-11,피아노,8.66
492,2021-01-11,토탈 이클립스,8.65
493,2021-01-11,퐁네프의 연인들,8.63
494,2021-01-11,라라랜드,8.61
495,2021-01-11,철도원,8.59
496,2021-01-11,내일을 위한 시간,8.54
497,2021-01-11,백엔의 사랑,8.51
498,2021-01-11,아비정전,8.49
499,2021-01-11,스윙키즈,8.40
500,2021-01-11,초속5센티미터,8.36
501,2021-01-11,삼진그룹 영어토익반,8.35
502,2021-01-11,너의 췌장을 먹고 싶어,8.34
503,2021-01-11,패터슨,8.29
504,2021-01-11,테넷,8.19
505,2021-01-11,런,8.15
506,2021-01-11,너의 췌장을 먹고 싶어,8.08
507,2021-01-11,무드 인디고,8.02
508,2021-01-11,날씨의 아이,7.98
509,2021-01-11,아이 엠 러브,7.85
510,2021-01-11,신과함께-죄와 벌,7.83
511,2021-01-11,반교: 디텐션,7.82
512,2021-01-11,펀치 드렁크 러브,7.72
513,2021-01-11,"안녕, 티라노: 영원히, 함께",7.59
514,2021-01-11,루비 스팍스,7.51
515,2021-01-12,극장판 바이올렛 에버가든,9.52
516,2021-01-12,가나의 혼인잔치: 언약,9.50
517,2021-01-12,언플랜드,9.47
518,2021-01-12,부활: 그 증거,9.40
519,2021-01-12,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.28
520,2021-01-12,일 포스티노,9.16
521,2021-01-12,제리 맥과이어,9.16
522,2021-01-12,사랑의 블랙홀,9.15
523,2021-01-12,러브레터,9.12
524,2021-01-12,노팅 힐,9.08
525,2021-01-12,타오르는 여인의 초상,9.06
526,2021-01-12,글루미 선데이,9.06
527,2021-01-12,노트북,9.05
528,2021-01-12,굿바이,9.04
529,2021-01-12,비긴 어게인,9.04
530,2021-01-12,"조제, 호랑이 그리고 물고기들",9.00
531,2021-01-12,남매의 여름밤,8.95
532,2021-01-12,러브 액츄얼리,8.93
533,2021-01-12,담보,8.91
534,2021-01-12,해리가 샐리를 만났을 때,8.88
535,2021-01-12,이별의 아침에 약속의 꽃을 장식하자,8.83
536,2021-01-12,라빠르망,8.81
537,2021-01-12,너의 이름은.,8.78
538,2021-01-12,화양연화,8.75
539,2021-01-12,맨체스터 바이 더 씨,8.72
540,2021-01-12,찬실이는 복도 많지,8.70
541,2021-01-12,귀여운 여인,8.70
542,2021-01-12,피아노,8.66
543,2021-01-12,토탈 이클립스,8.65
544,2021-01-12,퐁네프의 연인들,8.63
545,2021-01-12,라라랜드,8.61
546,2021-01-12,철도원,8.59
547,2021-01-12,내일을 위한 시간,8.54
548,2021-01-12,백엔의 사랑,8.51
549,2021-01-12,아비정전,8.49
550,2021-01-12,스윙키즈,8.40
551,2021-01-12,초속5센티미터,8.36
552,2021-01-12,삼진그룹 영어토익반,8.35
553,2021-01-12,너의 췌장을 먹고 싶어,8.34
554,2021-01-12,패터슨,8.29
555,2021-01-12,나의 사적인 여자친구,8.20
556,2021-01-12,테넷,8.19
557,2021-01-12,런,8.15
558,2021-01-12,너의 췌장을 먹고 싶어,8.08
559,2021-01-12,무드 인디고,8.02
560,2021-01-12,날씨의 아이,7.98
561,2021-01-12,아이 엠 러브,7.85
562,2021-01-12,신과함께-죄와 벌,7.83
563,2021-01-12,반교: 디텐션,7.82
564,2021-01-12,펀치 드렁크 러브,7.72
565,2021-01-13,극장판 바이올렛 에버가든,9.51
566,2021-01-13,가나의 혼인잔치: 언약,9.48
567,2021-01-13,언플랜드,9.46
568,2021-01-13,부활: 그 증거,9.40
569,2021-01-13,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
570,2021-01-13,일 포스티노,9.16
571,2021-01-13,제리 맥과이어,9.16
572,2021-01-13,사랑의 블랙홀,9.15
573,2021-01-13,러브레터,9.12
574,2021-01-13,노팅 힐,9.08
575,2021-01-13,타오르는 여인의 초상,9.06
576,2021-01-13,글루미 선데이,9.06
577,2021-01-13,노트북,9.05
578,2021-01-13,굿바이,9.04
579,2021-01-13,비긴 어게인,9.04
580,2021-01-13,남매의 여름밤,8.95
581,2021-01-13,러브 액츄얼리,8.93
582,2021-01-13,담보,8.91
583,2021-01-13,해리가 샐리를 만났을 때,8.88
584,2021-01-13,1917,8.87
585,2021-01-13,이별의 아침에 약속의 꽃을 장식하자,8.83
586,2021-01-13,라빠르망,8.81
587,2021-01-13,너의 이름은.,8.78
588,2021-01-13,화양연화,8.74
589,2021-01-13,맨체스터 바이 더 씨,8.72
590,2021-01-13,찬실이는 복도 많지,8.70
591,2021-01-13,귀여운 여인,8.70
592,2021-01-13,피아노,8.66
593,2021-01-13,토탈 이클립스,8.65
594,2021-01-13,퐁네프의 연인들,8.63
595,2021-01-13,라라랜드,8.61
596,2021-01-13,철도원,8.59
597,2021-01-13,내일을 위한 시간,8.54
598,2021-01-13,백엔의 사랑,8.51
599,2021-01-13,아비정전,8.49
600,2021-01-13,스윙키즈,8.40
601,2021-01-13,초속5센티미터,8.36
602,2021-01-13,삼진그룹 영어토익반,8.35
603,2021-01-13,너의 췌장을 먹고 싶어,8.34
604,2021-01-13,패터슨,8.29
605,2021-01-13,나의 사적인 여자친구,8.20
606,2021-01-13,테넷,8.19
607,2021-01-13,런,8.14
608,2021-01-13,너의 췌장을 먹고 싶어,8.08
609,2021-01-13,무드 인디고,8.02
610,2021-01-13,블레이드 러너 2049,7.99
611,2021-01-13,날씨의 아이,7.98
612,2021-01-13,아이 엠 러브,7.85
613,2021-01-13,신과함께-죄와 벌,7.83
614,2021-01-13,반교: 디텐션,7.80
615,2021-01-14,극장판 바이올렛 에버가든,9.51
616,2021-01-14,가나의 혼인잔치: 언약,9.48
617,2021-01-14,언플랜드,9.42
618,2021-01-14,부활: 그 증거,9.40
619,2021-01-14,늑대와 춤을,9.29
620,2021-01-14,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26
621,2021-01-14,일 포스티노,9.16
622,2021-01-14,제리 맥과이어,9.16
623,2021-01-14,사랑의 블랙홀,9.15
624,2021-01-14,러브레터,9.12
625,2021-01-14,노팅 힐,9.08
626,2021-01-14,타오르는 여인의 초상,9.06
627,2021-01-14,글루미 선데이,9.06
628,2021-01-14,노트북,9.05
629,2021-01-14,굿바이,9.04
630,2021-01-14,남매의 여름밤,8.95
631,2021-01-14,러브 액츄얼리,8.93
632,2021-01-14,담보,8.92
633,2021-01-14,해리가 샐리를 만났을 때,8.88
634,2021-01-14,1917,8.87
635,2021-01-14,이별의 아침에 약속의 꽃을 장식하자,8.83
636,2021-01-14,라빠르망,8.81
