,date,name,point
2359,2021-02-21,굿바이,9.04
2360,2021-02-21,온워드: 단 하루의 기적,9.01
2361,2021-02-21,남매의 여름밤,8.96
2362,2021-02-21,러브 액츄얼리,8.93
2363,2021-02-21,스포트라이트,8.93
2364,2021-02-21,족벌 두 신문 이야기,8.87
2365,2021-02-21,이별의 아침에 약속의 꽃을 장식하자,8.86
2366,2021-02-21,너의 이름은.,8.79
2367,2021-02-21,화양연화,8.78
2368,2021-02-21,찬실이는 복도 많지,8.73
2369,2021-02-21,아티스트,8.72
2370,2021-02-21,현기증,8.72
2371,2021-02-21,맨체스터 바이 더 씨,8.71
2372,2021-02-21,캐롤,8.60
2373,2021-02-21,백엔의 사랑,8.51
2374,2021-02-21,아비정전,8.48
2375,2021-02-21,세자매,8.48
2376,2021-02-21,너의 췌장을 먹고 싶어,8.37
2377,2021-02-21,초속5센티미터,8.36
2378,2021-02-21,원챈스,8.32
2379,2021-02-21,콜드 워,8.26
2380,2021-02-21,비포 미드나잇,8.19
2381,2021-02-21,클로저,8.18
2382,2021-02-21,하나와 앨리스,8.11
2383,2021-02-21,너의 췌장을 먹고 싶어,8.08
2384,2021-02-21,문라이트,8.07
2385,2021-02-21,더 울프 오브 월 스트리트,8.05
2386,2021-02-21,해리 포터와 불의 잔,8.02
2387,2021-02-21,일대종사,8.00
2388,2021-02-21,날씨의 아이,7.96
2389,2021-02-21,그레이트 뷰티,7.93
2390,2021-02-21,미션 파서블,7.93
2391,2021-02-21,어니스트 씨프,7.89
2392,2021-02-21,명탐정 코난: 진홍의 수학여행,7.51
2393,2021-02-21,더블패티,7.48
2394,2021-02-21,만추,7.42
2395,2021-02-21,더 프롬,7.28
2396,2021-02-22,송가인 더 드라마,9.66
2397,2021-02-22,그린 북,9.59
2398,2021-02-22,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2399,2021-02-22,원더,9.51
2400,2021-02-22,극장판 바이올렛 에버가든,9.51
2401,2021-02-22,서유기 2 - 선리기연,9.36
2402,2021-02-22,부활: 그 증거,9.34
2403,2021-02-22,소울,9.32
2404,2021-02-22,극장판 귀멸의 칼날: 무한열차편,9.23
2405,2021-02-22,서유기 - 월광보합,9.21
2406,2021-02-22,해피 투게더,9.18
2407,2021-02-22,러브레터,9.12
2408,2021-02-22,싸이코,9.10
2409,2021-02-22,타오르는 여인의 초상,9.06
2410,2021-02-22,굿바이,9.04
2411,2021-02-22,온워드: 단 하루의 기적,9.01
2412,2021-02-22,남매의 여름밤,8.96
2413,2021-02-22,러브 액츄얼리,8.93
2414,2021-02-22,스포트라이트,8.93
2415,2021-02-22,이별의 아침에 약속의 꽃을 장식하자,8.86
2416,2021-02-22,족벌 두 신문 이야기,8.85
2417,2021-02-22,너의 이름은.,8.79
2418,2021-02-22,화양연화,8.78
2419,2021-02-22,찬실이는 복도 많지,8.73
2420,2021-02-22,아티스트,8.72
2421,2021-02-22,현기증,8.72
2422,2021-02-22,맨체스터 바이 더 씨,8.71
2423,2021-02-22,캐롤,8.60
2424,2021-02-22,백엔의 사랑,8.51
2425,2021-02-22,세자매,8.49
2426,2021-02-22,아비정전,8.48
2427,2021-02-22,너의 췌장을 먹고 싶어,8.36
2428,2021-02-22,초속5센티미터,8.36
2429,2021-02-22,원챈스,8.33
2430,2021-02-22,콜드 워,8.26
2431,2021-02-22,비포 미드나잇,8.19
2432,2021-02-22,클로저,8.18
2433,2021-02-22,폭스캐처,8.17
2434,2021-02-22,하나와 앨리스,8.11
2435,2021-02-22,너의 췌장을 먹고 싶어,8.08
2436,2021-02-22,문라이트,8.07
2437,2021-02-22,더 울프 오브 월 스트리트,8.05
2438,2021-02-22,해리 포터와 불의 잔,8.02
2439,2021-02-22,일대종사,8.00
2440,2021-02-22,날씨의 아이,7.96
2441,2021-02-22,그레이트 뷰티,7.93
2442,2021-02-22,어니스트 씨프,7.86
2443,2021-02-22,미션 파서블,7.84
2444,2021-02-22,명탐정 코난: 진홍의 수학여행,7.51
2445,2021-02-22,아메리칸 허슬,7.50
2446,2021-02-23,송가인 더 드라마,9.60
2447,2021-02-23,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2448,2021-02-23,극장판 바이올렛 에버가든,9.51
2449,2021-02-23,원더,9.51
2450,2021-02-23,서유기 2 - 선리기연,9.36
2451,2021-02-23,부활: 그 증거,9.34
2452,2021-02-23,소울,9.32
2453,2021-02-23,극장판 귀멸의 칼날: 무한열차편,9.24
2454,2021-02-23,서유기 - 월광보합,9.21
2455,2021-02-23,해피 투게더,9.19
2456,2021-02-23,러브레터,9.12
2457,2021-02-23,타오르는 여인의 초상,9.06
2458,2021-02-23,굿바이,9.04
2459,2021-02-23,온워드: 단 하루의 기적,9.01
2460,2021-02-23,남매의 여름밤,8.96
2461,2021-02-23,러브 액츄얼리,8.93
2462,2021-02-23,스포트라이트,8.93
2463,2021-02-23,이별의 아침에 약속의 꽃을 장식하자,8.86
2464,2021-02-23,족벌 두 신문 이야기,8.85
2465,2021-02-23,너의 이름은.,8.79
2466,2021-02-23,화양연화,8.78
2467,2021-02-23,찬실이는 복도 많지,8.73
2468,2021-02-23,아티스트,8.72
2469,2021-02-23,현기증,8.72
2470,2021-02-23,맨체스터 바이 더 씨,8.71
2471,2021-02-23,캐롤,8.60
2472,2021-02-23,분노,8.55
2473,2021-02-23,백엔의 사랑,8.51
2474,2021-02-23,아비정전,8.48
2475,2021-02-23,세자매,8.47
2476,2021-02-23,너의 췌장을 먹고 싶어,8.36
2477,2021-02-23,초속5센티미터,8.36
2478,2021-02-23,원챈스,8.33
2479,2021-02-23,콜드 워,8.26
2480,2021-02-23,비포 미드나잇,8.19
2481,2021-02-23,클로저,8.18
2482,2021-02-23,폭스캐처,8.17
2483,2021-02-23,하나와 앨리스,8.11
2484,2021-02-23,너의 췌장을 먹고 싶어,8.08
2485,2021-02-23,문라이트,8.07
2486,2021-02-23,더 울프 오브 월 스트리트,8.05
2487,2021-02-23,해리 포터와 불의 잔,8.02
2488,2021-02-23,일대종사,8.00
2489,2021-02-23,날씨의 아이,7.96
2490,2021-02-23,그레이트 뷰티,7.93
2491,2021-02-23,미션 파서블,7.85
2492,2021-02-23,어니스트 씨프,7.84
2493,2021-02-23,명탐정 코난: 진홍의 수학여행,7.51
2494,2021-02-23,아메리칸 허슬,7.50
2495,2021-02-23,만추,7.42
2496,2021-02-24,송가인 더 드라마,9.63
2497,2021-02-24,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2498,2021-02-24,극장판 바이올렛 에버가든,9.51
2499,2021-02-24,원더,9.51
2500,2021-02-24,부활: 그 증거,9.34
2501,2021-02-24,소울,9.32
2502,2021-02-24,엽기적인 그녀,9.30
2503,2021-02-24,극장판 귀멸의 칼날: 무한열차편,9.23
2504,2021-02-24,해피 투게더,9.19
2505,2021-02-24,러브레터,9.12
2506,2021-02-24,타오르는 여인의 초상,9.06
2507,2021-02-24,굿바이,9.04
2508,2021-02-24,온워드: 단 하루의 기적,9.01
2509,2021-02-24,남매의 여름밤,8.96
2510,2021-02-24,러브 액츄얼리,8.93
2511,2021-02-24,스포트라이트,8.93
2512,2021-02-24,이별의 아침에 약속의 꽃을 장식하자,8.86
2513,2021-02-24,족벌 두 신문 이야기,8.85
2514,2021-02-24,너의 이름은.,8.79
2515,2021-02-24,화양연화,8.78
2516,2021-02-24,찬실이는 복도 많지,8.73
2517,2021-02-24,아티스트,8.72
2518,2021-02-24,맨체스터 바이 더 씨,8.71
2519,2021-02-24,캐롤,8.60
2520,2021-02-24,분노,8.55
2521,2021-02-24,백엔의 사랑,8.51
2522,2021-02-24,아비정전,8.48
2523,2021-02-24,세자매,8.47
2524,2021-02-24,너의 췌장을 먹고 싶어,8.36
2525,2021-02-24,초속5센티미터,8.36
2526,2021-02-24,원챈스,8.33
2527,2021-02-24,현기증,8.32
2528,2021-02-24,비포 미드나잇,8.19
2529,2021-02-24,클로저,8.18
2530,2021-02-24,폭스캐처,8.17
2531,2021-02-24,하나와 앨리스,8.11
2532,2021-02-24,너의 췌장을 먹고 싶어,8.08
2533,2021-02-24,문라이트,8.07
2534,2021-02-24,더 울프 오브 월 스트리트,8.05
2535,2021-02-24,해리 포터와 불의 잔,8.02
2536,2021-02-24,일대종사,8.00
2537,2021-02-24,날씨의 아이,7.96
2538,2021-02-24,그레이트 뷰티,7.93
2539,2021-02-24,어니스트 씨프,7.84
2540,2021-02-24,미션 파서블,7.81
2541,2021-02-24,아메리칸 허슬,7.50
2542,2021-02-24,만추,7.42
2543,2021-02-24,더블패티,7.38
2544,2021-02-24,더 프롬,7.29
2545,2021-02-24,은혼,7.20
2546,2021-02-25,송가인 더 드라마,9.58
2547,2021-02-25,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2548,2021-02-25,극장판 바이올렛 에버가든,9.51
2549,2021-02-25,원더,9.51
2550,2021-02-25,서유기 2 - 선리기연,9.36
2551,2021-02-25,부활: 그 증거,9.34
2552,2021-02-25,소울,9.32
2553,2021-02-25,엽기적인 그녀,9.30
2554,2021-02-25,극장판 귀멸의 칼날: 무한열차편,9.24
2555,2021-02-25,서유기 - 월광보합,9.21
2556,2021-02-25,해피 투게더,9.19
2557,2021-02-25,러브레터,9.12
2558,2021-02-25,타오르는 여인의 초상,9.06
2559,2021-02-25,온워드: 단 하루의 기적,9.00
2560,2021-02-25,남매의 여름밤,8.96
2561,2021-02-25,러브 액츄얼리,8.93
2562,2021-02-25,이별의 아침에 약속의 꽃을 장식하자,8.86
2563,2021-02-25,족벌 두 신문 이야기,8.85
2564,2021-02-25,너의 이름은.,8.79
2565,2021-02-25,화양연화,8.78
2566,2021-02-25,아티스트,8.72
2567,2021-02-25,캐롤,8.60
2568,2021-02-25,분노,8.55
2569,2021-02-25,백엔의 사랑,8.51
2570,2021-02-25,세자매,8.50
2571,2021-02-25,아비정전,8.48
2572,2021-02-25,뮨: 달의 요정,8.36
2573,2021-02-25,너의 췌장을 먹고 싶어,8.36
2574,2021-02-25,초속5센티미터,8.36
2575,2021-02-25,현기증,8.32
2576,2021-02-25,원챈스,8.32
2577,2021-02-25,비포 미드나잇,8.18
2578,2021-02-25,클로저,8.18
2579,2021-02-25,폭스캐처,8.17
2580,2021-02-25,하나와 앨리스,8.11
2581,2021-02-25,너의 췌장을 먹고 싶어,8.08
2582,2021-02-25,더 울프 오브 월 스트리트,8.05
2583,2021-02-25,해리 포터와 불의 잔,8.02
2584,2021-02-25,일대종사,8.00
2585,2021-02-25,날씨의 아이,7.95
2586,2021-02-25,그레이트 뷰티,7.93
2587,2021-02-25,어니스트 씨프,7.83
2588,2021-02-25,미션 파서블,7.78
2589,2021-02-25,아메리칸 허슬,7.50
2590,2021-02-25,만추,7.42
2591,2021-02-25,더블패티,7.40
2592,2021-02-25,더 프롬,7.29
2593,2021-02-25,은혼,7.20
2594,2021-02-25,새해전야,7.13
2595,2021-02-25,펭귄 하이웨이,6.72
2596,2021-02-26,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2597,2021-02-26,원더,9.51
2598,2021-02-26,극장판 바이올렛 에버가든,9.51
2599,2021-02-26,송가인 더 드라마,9.48
2600,2021-02-26,서유기 2 - 선리기연,9.36
2601,2021-02-26,부활: 그 증거,9.34
2602,2021-02-26,소울,9.31
2603,2021-02-26,엽기적인 그녀,9.30
2604,2021-02-26,극장판 귀멸의 칼날: 무한열차편,9.24
2605,2021-02-26,서유기 - 월광보합,9.21
2606,2021-02-26,해피 투게더,9.19
2607,2021-02-26,러브레터,9.12
2608,2021-02-26,싸이코,9.10
2609,2021-02-26,타오르는 여인의 초상,9.06
2610,2021-02-26,온워드: 단 하루의 기적,9.00
2611,2021-02-26,남매의 여름밤,8.96
2612,2021-02-26,러브 액츄얼리,8.93
2613,2021-02-26,이별의 아침에 약속의 꽃을 장식하자,8.86
2614,2021-02-26,족벌 두 신문 이야기,8.86
2615,2021-02-26,너의 이름은.,8.79
2616,2021-02-26,화양연화,8.78
2617,2021-02-26,아티스트,8.72
2618,2021-02-26,현기증,8.72
2619,2021-02-26,캐롤,8.60
2620,2021-02-26,분노,8.55
2621,2021-02-26,세자매,8.51
2622,2021-02-26,아비정전,8.48
2623,2021-02-26,뮨: 달의 요정,8.36
2624,2021-02-26,너의 췌장을 먹고 싶어,8.36
2625,2021-02-26,초속5센티미터,8.36
2626,2021-02-26,현기증,8.32
2627,2021-02-26,원챈스,8.32
2628,2021-02-26,클로저,8.19
2629,2021-02-26,비포 미드나잇,8.18
2630,2021-02-26,폭스캐처,8.17
2631,2021-02-26,하나와 앨리스,8.11
2632,2021-02-26,너의 췌장을 먹고 싶어,8.08
2633,2021-02-26,더 울프 오브 월 스트리트,8.05
2634,2021-02-26,해리 포터와 불의 잔,8.02
2635,2021-02-26,일대종사,8.00
2636,2021-02-26,날씨의 아이,7.96
2637,2021-02-26,그레이트 뷰티,7.93
2638,2021-02-26,별을 쫓는 아이,7.91
2639,2021-02-26,어니스트 씨프,7.83
2640,2021-02-26,철벽선생,7.77
2641,2021-02-26,미션 파서블,7.75
2642,2021-02-26,아메리칸 허슬,7.50
2643,2021-02-26,만추,7.42
2644,2021-02-26,더블패티,7.37
2645,2021-02-26,더 프롬,7.29
2646,2021-02-27,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2647,2021-02-27,원더,9.51
2648,2021-02-27,극장판 바이올렛 에버가든,9.51
2649,2021-02-27,송가인 더 드라마,9.46
2650,2021-02-27,서유기 2 - 선리기연,9.36
2651,2021-02-27,부활: 그 증거,9.34
2652,2021-02-27,소울,9.31
2653,2021-02-27,엽기적인 그녀,9.30
2654,2021-02-27,극장판 귀멸의 칼날: 무한열차편,9.24
2655,2021-02-27,서유기 - 월광보합,9.21
2656,2021-02-27,해피 투게더,9.19
2657,2021-02-27,러브레터,9.12
2658,2021-02-27,싸이코,9.10
2659,2021-02-27,타오르는 여인의 초상,9.06
2660,2021-02-27,온워드: 단 하루의 기적,9.00
2661,2021-02-27,남매의 여름밤,8.96
2662,2021-02-27,러브 액츄얼리,8.93
2663,2021-02-27,족벌 두 신문 이야기,8.84
2664,2021-02-27,너의 이름은.,8.79
2665,2021-02-27,화양연화,8.78
2666,2021-02-27,아티스트,8.72
2667,2021-02-27,현기증,8.72
2668,2021-02-27,캐롤,8.60
2669,2021-02-27,분노,8.55
2670,2021-02-27,세자매,8.51
2671,2021-02-27,아비정전,8.48
2672,2021-02-27,뮨: 달의 요정,8.36
2673,2021-02-27,너의 췌장을 먹고 싶어,8.36
2674,2021-02-27,초속5센티미터,8.36
2675,2021-02-27,현기증,8.32
2676,2021-02-27,원챈스,8.32
2677,2021-02-27,비포 미드나잇,8.19
2678,2021-02-27,클로저,8.18
2679,2021-02-27,폭스캐처,8.17
2680,2021-02-27,하나와 앨리스,8.11
2681,2021-02-27,너의 췌장을 먹고 싶어,8.08
2682,2021-02-27,더 울프 오브 월 스트리트,8.05
2683,2021-02-27,해리 포터와 불의 잔,8.02
2684,2021-02-27,일대종사,8.00
2685,2021-02-27,날씨의 아이,7.96
2686,2021-02-27,그레이트 뷰티,7.93
2687,2021-02-27,별을 쫓는 아이,7.91
2688,2021-02-27,철벽선생,7.77
2689,2021-02-27,미션 파서블,7.72
2690,2021-02-27,아메리칸 허슬,7.50
2691,2021-02-27,더블패티,7.33
2692,2021-02-27,더 프롬,7.29
2693,2021-02-27,은혼,7.20
2694,2021-02-27,새해전야,7.13
2695,2021-02-27,펭귄 하이웨이,6.72
2696,2021-02-28,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2697,2021-02-28,원더,9.51
2698,2021-02-28,극장판 바이올렛 에버가든,9.51
2699,2021-02-28,송가인 더 드라마,9.43
2700,2021-02-28,서유기 2 - 선리기연,9.36
2701,2021-02-28,부활: 그 증거,9.34
2702,2021-02-28,소울,9.32
2703,2021-02-28,엽기적인 그녀,9.30
2704,2021-02-28,극장판 귀멸의 칼날: 무한열차편,9.24
2705,2021-02-28,서유기 - 월광보합,9.21
2706,2021-02-28,해피 투게더,9.19
2707,2021-02-28,러브레터,9.12
2708,2021-02-28,싸이코,9.10
2709,2021-02-28,타오르는 여인의 초상,9.06
2710,2021-02-28,온워드: 단 하루의 기적,9.00
2711,2021-02-28,남매의 여름밤,8.96
2712,2021-02-28,러브 액츄얼리,8.93
2713,2021-02-28,너의 이름은.,8.79
2714,2021-02-28,화양연화,8.78
2715,2021-02-28,아티스트,8.73
2716,2021-02-28,현기증,8.72
2717,2021-02-28,캐롤,8.60
2718,2021-02-28,분노,8.55
2719,2021-02-28,세자매,8.53
2720,2021-02-28,아비정전,8.48
2721,2021-02-28,뮨: 달의 요정,8.36
2722,2021-02-28,초속5센티미터,8.36
2723,2021-02-28,현기증,8.32
2724,2021-02-28,원챈스,8.32
2725,2021-02-28,비포 미드나잇,8.19
2726,2021-02-28,클로저,8.19
2727,2021-02-28,폭스캐처,8.17
2728,2021-02-28,하나와 앨리스,8.11
2729,2021-02-28,너의 췌장을 먹고 싶어,8.08
2730,2021-02-28,더 울프 오브 월 스트리트,8.05
2731,2021-02-28,해리 포터와 불의 잔,8.02
2732,2021-02-28,일대종사,8.00
2733,2021-02-28,날씨의 아이,7.95
2734,2021-02-28,그레이트 뷰티,7.93
2735,2021-02-28,별을 쫓는 아이,7.92
2736,2021-02-28,철벽선생,7.77
2737,2021-02-28,미션 파서블,7.64
2738,2021-02-28,아메리칸 허슬,7.50
2739,2021-02-28,더블패티,7.33
2740,2021-02-28,더 프롬,7.29
2741,2021-02-28,은혼,7.20
2742,2021-02-28,새해전야,7.13
2743,2021-02-28,펭귄 하이웨이,6.72
2744,2021-02-28,카오스 워킹,6.29
2745,2021-02-28,몬스터 헌터,6.06
2746,2021-03-01,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2747,2021-03-01,원더,9.51
2748,2021-03-01,극장판 바이올렛 에버가든,9.50
2749,2021-03-01,송가인 더 드라마,9.43
2750,2021-03-01,서유기 2 - 선리기연,9.36
2751,2021-03-01,부활: 그 증거,9.34
2752,2021-03-01,소울,9.31
2753,2021-03-01,엽기적인 그녀,9.30
2754,2021-03-01,극장판 귀멸의 칼날: 무한열차편,9.25
2755,2021-03-01,서유기 - 월광보합,9.21
2756,2021-03-01,해피 투게더,9.19
2757,2021-03-01,러브레터,9.12
2758,2021-03-01,싸이코,9.10
2759,2021-03-01,타오르는 여인의 초상,9.06
2760,2021-03-01,온워드: 단 하루의 기적,9.00
2761,2021-03-01,남매의 여름밤,8.96
2762,2021-03-01,러브 액츄얼리,8.93
2763,2021-03-01,너의 이름은.,8.79
2764,2021-03-01,화양연화,8.78
2765,2021-03-01,찬실이는 복도 많지,8.73
2766,2021-03-01,아티스트,8.72
2767,2021-03-01,현기증,8.72
2768,2021-03-01,캐롤,8.60
2769,2021-03-01,분노,8.55
2770,2021-03-01,세자매,8.52
2771,2021-03-01,아비정전,8.48
2772,2021-03-01,뮨: 달의 요정,8.36
2773,2021-03-01,원챈스,8.32
2774,2021-03-01,비포 미드나잇,8.19
2775,2021-03-01,클로저,8.18
2776,2021-03-01,폭스캐처,8.17
2777,2021-03-01,하나와 앨리스,8.11
2778,2021-03-01,더 울프 오브 월 스트리트,8.05
2779,2021-03-01,해리 포터와 불의 잔,8.03
2780,2021-03-01,일대종사,8.00
2781,2021-03-01,날씨의 아이,7.95
2782,2021-03-01,그레이트 뷰티,7.93
2783,2021-03-01,별을 쫓는 아이,7.92
2784,2021-03-01,톰과 제리,7.79
2785,2021-03-01,철벽선생,7.77
2786,2021-03-01,미션 파서블,7.66
2787,2021-03-01,아메리칸 허슬,7.50
2788,2021-03-01,더블패티,7.29
2789,2021-03-01,더 프롬,7.27
2790,2021-03-01,은혼,7.20
2791,2021-03-01,새해전야,7.13
2792,2021-03-01,펭귄 하이웨이,6.72
2793,2021-03-01,카오스 워킹,6.31
2794,2021-03-01,몬스터 헌터,6.02
2795,2021-03-02,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2796,2021-03-02,원더,9.51
2797,2021-03-02,극장판 바이올렛 에버가든,9.50
2798,2021-03-02,송가인 더 드라마,9.38
2799,2021-03-02,서유기 2 - 선리기연,9.36
2800,2021-03-02,부활: 그 증거,9.34
2801,2021-03-02,소울,9.31
2802,2021-03-02,엽기적인 그녀,9.30
2803,2021-03-02,극장판 귀멸의 칼날: 무한열차편,9.25
2804,2021-03-02,서유기 - 월광보합,9.21
2805,2021-03-02,해피 투게더,9.19
2806,2021-03-02,러브레터,9.12
2807,2021-03-02,싸이코,9.10
2808,2021-03-02,타오르는 여인의 초상,9.06
2809,2021-03-02,온워드: 단 하루의 기적,9.00
2810,2021-03-02,남매의 여름밤,8.96
2811,2021-03-02,러브 액츄얼리,8.93
2812,2021-03-02,너의 이름은.,8.79
2813,2021-03-02,화양연화,8.78
2814,2021-03-02,찬실이는 복도 많지,8.73
2815,2021-03-02,아티스트,8.73
2816,2021-03-02,현기증,8.72
2817,2021-03-02,캐롤,8.60
2818,2021-03-02,분노,8.55
2819,2021-03-02,세자매,8.52
2820,2021-03-02,아비정전,8.48
2821,2021-03-02,뮨: 달의 요정,8.36
2822,2021-03-02,원챈스,8.32
2823,2021-03-02,비포 미드나잇,8.19
2824,2021-03-02,클로저,8.18
2825,2021-03-02,폭스캐처,8.17
2826,2021-03-02,하나와 앨리스,8.11
2827,2021-03-02,더 울프 오브 월 스트리트,8.05
2828,2021-03-02,해리 포터와 불의 잔,8.03
2829,2021-03-02,일대종사,8.00
2830,2021-03-02,날씨의 아이,7.95
2831,2021-03-02,그레이트 뷰티,7.93
2832,2021-03-02,별을 쫓는 아이,7.92
2833,2021-03-02,톰과 제리,7.79
2834,2021-03-02,철벽선생,7.77
2835,2021-03-02,어니스트 씨프,7.77
2836,2021-03-02,미션 파서블,7.64
2837,2021-03-02,아메리칸 허슬,7.50
2838,2021-03-02,더블패티,7.30
2839,2021-03-02,더 프롬,7.27
2840,2021-03-02,은혼,7.20
2841,2021-03-02,새해전야,7.13
2842,2021-03-02,펭귄 하이웨이,6.71
2843,2021-03-02,카오스 워킹,6.31
2844,2021-03-02,몬스터 헌터,6.01
2845,2021-03-03,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2846,2021-03-03,원더,9.51
2847,2021-03-03,극장판 바이올렛 에버가든,9.50
2848,2021-03-03,송가인 더 드라마,9.38
2849,2021-03-03,서유기 2 - 선리기연,9.36
2850,2021-03-03,부활: 그 증거,9.34
2851,2021-03-03,소울,9.31
2852,2021-03-03,엽기적인 그녀,9.30
2853,2021-03-03,반지의 제왕: 반지 원정대,9.28
2854,2021-03-03,극장판 귀멸의 칼날: 무한열차편,9.25
2855,2021-03-03,서유기 - 월광보합,9.21
2856,2021-03-03,해피 투게더,9.20
2857,2021-03-03,러브레터,9.12
2858,2021-03-03,싸이코,9.10
2859,2021-03-03,타오르는 여인의 초상,9.06
2860,2021-03-03,남매의 여름밤,8.96
2861,2021-03-03,러브 액츄얼리,8.93
2862,2021-03-03,너의 이름은.,8.79
2863,2021-03-03,화양연화,8.79
2864,2021-03-03,찬실이는 복도 많지,8.73
2865,2021-03-03,아티스트,8.73
2866,2021-03-03,현기증,8.72
2867,2021-03-03,캐롤,8.60
2868,2021-03-03,분노,8.55
2869,2021-03-03,세자매,8.53
2870,2021-03-03,아비정전,8.48
2871,2021-03-03,미나리,8.47
2872,2021-03-03,뮨: 달의 요정,8.36
2873,2021-03-03,원챈스,8.32
2874,2021-03-03,비포 미드나잇,8.19
2875,2021-03-03,클로저,8.18
2876,2021-03-03,폭스캐처,8.17
2877,2021-03-03,하나와 앨리스,8.11
2878,2021-03-03,해리 포터와 불의 잔,8.03
2879,2021-03-03,일대종사,8.00
2880,2021-03-03,날씨의 아이,7.95
2881,2021-03-03,그레이트 뷰티,7.93
2882,2021-03-03,별을 쫓는 아이,7.92
2883,2021-03-03,철벽선생,7.77
2884,2021-03-03,어니스트 씨프,7.77
2885,2021-03-03,톰과 제리,7.75
2886,2021-03-03,미션 파서블,7.65
2887,2021-03-03,아메리칸 허슬,7.50
2888,2021-03-03,더블패티,7.28
2889,2021-03-03,은혼,7.20
2890,2021-03-03,새해전야,7.12
2891,2021-03-03,펭귄 하이웨이,6.71
2892,2021-03-03,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
2893,2021-03-03,카오스 워킹,6.30
2894,2021-03-03,몬스터 헌터,5.99
2895,2021-03-04,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2896,2021-03-04,원더,9.51
2897,2021-03-04,극장판 바이올렛 에버가든,9.50
2898,2021-03-04,송가인 더 드라마,9.38
2899,2021-03-04,서유기 2 - 선리기연,9.36
2900,2021-03-04,부활: 그 증거,9.34
2901,2021-03-04,소울,9.31
2902,2021-03-04,엽기적인 그녀,9.30
2903,2021-03-04,반지의 제왕: 반지 원정대,9.28
2904,2021-03-04,극장판 귀멸의 칼날: 무한열차편,9.25
2905,2021-03-04,서유기 - 월광보합,9.21
2906,2021-03-04,해피 투게더,9.20
2907,2021-03-04,러브레터,9.12
2908,2021-03-04,싸이코,9.10
2909,2021-03-04,타오르는 여인의 초상,9.06
2910,2021-03-04,남매의 여름밤,8.96
2911,2021-03-04,러브 액츄얼리,8.93
2912,2021-03-04,중경삼림,8.90
2913,2021-03-04,람보-특별판,8.88
2914,2021-03-04,너의 이름은.,8.79
2915,2021-03-04,화양연화,8.79
2916,2021-03-04,찬실이는 복도 많지,8.73
2917,2021-03-04,현기증,8.72
2918,2021-03-04,캐롤,8.60
2919,2021-03-04,분노,8.55
2920,2021-03-04,세자매,8.53
2921,2021-03-04,아비정전,8.48
2922,2021-03-04,원챈스,8.32
2923,2021-03-04,미나리,8.24
2924,2021-03-04,비포 미드나잇,8.19
2925,2021-03-04,클로저,8.18
2926,2021-03-04,하나와 앨리스,8.11
2927,2021-03-04,해리 포터와 불의 잔,8.03
2928,2021-03-04,무드 인디고,8.02
2929,2021-03-04,일대종사,8.00
2930,2021-03-04,날씨의 아이,7.95
2931,2021-03-04,그레이트 뷰티,7.93
2932,2021-03-04,별을 쫓는 아이,7.92
2933,2021-03-04,철벽선생,7.77
2934,2021-03-04,톰과 제리,7.71
2935,2021-03-04,미션 파서블,7.64
2936,2021-03-04,더블패티,7.26
2937,2021-03-04,은혼,7.20
2938,2021-03-04,새해전야,7.12
2939,2021-03-04,펭귄 하이웨이,6.71
2940,2021-03-04,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
2941,2021-03-04,카오스 워킹,6.32
2942,2021-03-04,몬스터 헌터,5.97
2943,2021-03-05,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
2944,2021-03-05,원더,9.51
2945,2021-03-05,극장판 바이올렛 에버가든,9.50
2946,2021-03-05,송가인 더 드라마,9.38
2947,2021-03-05,서유기 2 - 선리기연,9.36
2948,2021-03-05,부활: 그 증거,9.34
2949,2021-03-05,소울,9.31
2950,2021-03-05,엽기적인 그녀,9.30
2951,2021-03-05,반지의 제왕: 반지 원정대,9.28
2952,2021-03-05,극장판 귀멸의 칼날: 무한열차편,9.25
2953,2021-03-05,서유기 - 월광보합,9.21
2954,2021-03-05,해피 투게더,9.20
2955,2021-03-05,러브레터,9.12
2956,2021-03-05,싸이코,9.10
2957,2021-03-05,타오르는 여인의 초상,9.06
2958,2021-03-05,남매의 여름밤,8.96
2959,2021-03-05,러브 액츄얼리,8.93
2960,2021-03-05,중경삼림,8.90
2961,2021-03-05,"나는 내일, 어제의 너와 만난다",8.90
2962,2021-03-05,람보-특별판,8.88
2963,2021-03-05,너의 이름은.,8.79
2964,2021-03-05,화양연화,8.79
2965,2021-03-05,찬실이는 복도 많지,8.73
2966,2021-03-05,현기증,8.72
