,Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
0,2019-10-13 00:00:00,8303.43,8474.48,8132.91,8282.96,4445.28,37082713.92,8342.04
1,2019-10-14 00:00:00,8278.39,8416.67,8215.41,8362.99,4294.61,35705415.19,8314.01
2,2019-10-15 00:00:00,8353.33,8420.85,8086.0,8155.13,5044.66,41647353.51,8255.73
3,2019-10-16 00:00:00,8162.45,8179.1,7912.66,7995.89,8644.4,69316753.57,8018.69
4,2019-10-17 00:00:00,7995.73,8130.71,7936.71,8073.32,5395.89,43466038.76,8055.4
5,2019-10-18 00:00:00,8069.26,8120.77,7811.62,7955.08,5611.09,44500999.58,7930.9
6,2019-10-19 00:00:00,7950.48,8096.76,7875.0,7960.49,3461.13,27557421.1,7961.98
7,2019-10-20 00:00:00,7965.39,8314.77,7874.68,8235.74,6358.92,51422182.22,8086.62
8,2019-10-21 00:00:00,8236.49,8352.0,8156.0,8213.65,4919.73,40461008.14,8224.23
9,2019-10-22 00:00:00,8206.53,8314.77,7989.15,8025.9,5678.93,46474242.56,8183.62
10,2019-10-23 00:00:00,8021.57,8052.04,7293.55,7470.77,13306.18,100801574.42,7575.54
11,2019-10-24 00:00:00,7470.77,7512.0,7356.0,7435.0,4997.42,37210305.43,7445.9
12,2019-10-25 00:00:00,7427.0,8784.29,7393.14,8662.66,19113.8,157079122.1,8218.1
13,2019-10-26 00:00:00,8677.09,10350.0,8642.46,9252.75,38751.8,364431123.25,9404.24
14,2019-10-27 00:00:00,9262.72,9819.92,9092.66,9557.08,17783.03,169009332.26,9503.97
15,2019-10-28 00:00:00,9547.32,9950.0,9177.84,9216.44,14722.02,139923976.28,9504.4
16,2019-10-29 00:00:00,9216.39,9573.35,9051.48,9426.94,9059.61,85007062.39,9383.08
17,2019-10-30 00:00:00,9426.94,9437.06,8985.25,9159.94,8814.44,80752701.08,9161.41
18,2019-10-31 00:00:00,9169.55,9438.61,8961.53,9150.07,10113.16,92792853.95,9175.46
19,2019-11-01 00:00:00,9158.08,9303.53,9054.6,9250.45,6640.55,60832091.54,9160.7
20,2019-11-02 00:00:00,9250.7,9396.91,9201.19,9304.75,2701.14,25075118.41,9283.17
21,2019-11-03 00:00:00,9304.75,9384.32,9067.0,9207.0,2539.22,23311544.34,9180.6
22,2019-11-04 00:00:00,9207.0,9586.5,9122.33,9410.76,4962.44,46348340.77,9339.82
23,2019-11-05 00:00:00,9410.76,9485.0,9165.2,9320.14,4979.58,46449230.61,9327.94
24,2019-11-06 00:00:00,9319.1,9448.19,9254.68,9344.78,4670.23,43617190.04,9339.4
25,2019-11-07 00:00:00,9346.02,9373.48,9080.0,9199.36,3975.98,36653215.87,9218.67
26,2019-11-08 00:00:00,9209.3,9253.39,8661.0,8767.37,9699.75,86368731.97,8904.23
27,2019-11-09 00:00:00,8760.38,8876.94,8720.0,8812.21,2271.52,20011709.54,8809.84
28,2019-11-10 00:00:00,8806.85,9142.33,8750.85,9024.49,2663.28,23900855.54,8974.22
29,2019-11-11 00:00:00,9029.88,9075.32,8593.0,8720.36,6392.98,55913644.29,8746.11
30,2019-11-12 00:00:00,8720.36,8872.47,8549.0,8813.91,4721.91,41173319.74,8719.64
31,2019-11-13 00:00:00,8817.0,8839.46,8700.0,8755.24,3185.82,27877490.14,8750.49
32,2019-11-14 00:00:00,8765.53,8791.78,8555.0,8636.9,3412.81,29480031.56,8638.06
33,2019-11-15 00:00:00,8632.07,8799.03,8363.0,8463.49,5213.7,44596817.59,8553.77
34,2019-11-16 00:00:00,8459.38,8539.53,8423.0,8484.63,1180.57,10004652.28,8474.4
35,2019-11-17 00:00:00,8485.61,8631.6,8375.0,8499.31,2074.01,17668226.91,8518.88
36,2019-11-18 00:00:00,8499.53,8508.4,8010.7,8170.65,4825.66,40088282.11,8307.32
37,2019-11-19 00:00:00,8176.9,8197.77,7989.15,8121.63,4412.39,35731334.2,8097.95
38,2019-11-20 00:00:00,8124.08,8231.04,8027.28,8088.44,2996.01,24265795.69,8099.38
39,2019-11-21 00:00:00,8085.54,8116.92,7394.09,7611.51,9375.0,72431853.92,7726.06
40,2019-11-22 00:00:00,7612.23,7714.7,6785.0,7285.85,20120.15,144885449.41,7201.01
41,2019-11-23 00:00:00,7276.21,7356.49,7102.16,7320.39,5550.47,40106431.41,7225.77
42,2019-11-24 00:00:00,7330.98,7349.68,6861.96,6908.36,6047.02,42914524.55,7096.81
43,2019-11-25 00:00:00,6900.9,7380.0,6515.0,7122.14,18716.6,129366591.36,6911.86
44,2019-11-26 00:00:00,7127.12,7344.91,7018.78,7159.22,7643.85,54566242.21,7138.58
45,2019-11-27 00:00:00,7168.74,7676.27,6847.72,7527.84,15156.99,110349122.51,7280.41
46,2019-11-28 00:00:00,7517.82,7659.92,7372.19,7436.72,6925.58,52090533.13,7521.46
47,2019-11-29 00:00:00,7429.32,7870.35,7411.17,7753.69,7658.87,58602440.28,7651.58
48,2019-11-30 00:00:00,7753.69,7815.0,7452.08,7550.67,5446.27,41571365.44,7632.99
49,2019-12-01 00:00:00,7560.2,7560.2,7233.87,7412.66,5477.97,40318302.94,7360.08
50,2019-12-02 00:00:00,7411.75,7431.07,7140.08,7309.64,4324.3,31520978.02,7289.27
51,2019-12-03 00:00:00,7317.94,7415.0,7238.04,7300.43,2552.2,18683808.38,7320.66
52,2019-12-04 00:00:00,7299.2,7772.71,7087.09,7197.78,7737.39,56881650.2,7351.53
53,2019-12-05 00:00:00,7199.58,7500.0,7150.06,7390.42,4641.76,34104243.99,7347.27
54,2019-12-06 00:00:00,7397.35,7618.99,7305.56,7541.79,4167.24,31009940.79,7441.36
55,2019-12-07 00:00:00,7535.46,7638.88,7486.7,7502.65,2034.57,15354337.77,7546.71
56,2019-12-08 00:00:00,7505.86,7580.0,7382.69,7524.26,1798.77,13485555.31,7497.1
57,2019-12-09 00:00:00,7516.8,7666.0,7268.03,7340.52,6582.47,48984901.86,7441.72
58,2019-12-10 00:00:00,7332.05,7400.0,7150.23,7216.07,4090.62,29794651.28,7283.65
59,2019-12-11 00:00:00,7224.5,7271.0,7122.28,7207.42,3419.94,24643079.62,7205.71
60,2019-12-12 00:00:00,7208.95,7296.19,7072.2,7188.42,4376.89,31435190.58,7182.09
61,2019-12-13 00:00:00,7185.15,7302.35,7179.65,7257.47,3178.08,22970960.45,7227.94
62,2019-12-14 00:00:00,7255.94,7269.0,7007.48,7059.03,2012.35,14334264.59,7123.15
63,2019-12-15 00:00:00,7066.35,7225.23,7007.0,7115.08,1848.35,13129364.52,7103.31
64,2019-12-16 00:00:00,7115.08,7147.91,6820.0,6882.19,5923.06,41353720.35,6981.82
65,2019-12-17 00:00:00,6882.08,6938.77,6550.0,6612.3,7107.26,47895327.08,6738.93
66,2019-12-18 00:00:00,6619.53,7449.68,6425.0,7286.91,12873.63,87907793.92,6828.51
67,2019-12-19 00:00:00,7286.91,7372.12,7000.0,7149.57,5936.56,42356210.92,7134.81
68,2019-12-20 00:00:00,7157.53,7218.11,7072.61,7194.11,3201.66,22903428.01,7153.6
69,2019-12-21 00:00:00,7194.13,7194.13,7109.73,7147.4,1689.08,12063083.6,7141.8
70,2019-12-22 00:00:00,7147.4,7530.0,7124.52,7509.7,3796.23,27923854.9,7355.69
71,2019-12-23 00:00:00,7521.88,7692.98,7247.86,7316.17,6710.77,50266006.27,7490.35
72,2019-12-24 00:00:00,7317.47,7431.1,7156.0,7251.52,4194.59,30637380.18,7304.02
73,2019-12-25 00:00:00,7247.45,7266.81,7110.73,7195.79,1504.53,10824576.03,7194.67
74,2019-12-26 00:00:00,7195.8,7432.0,7150.0,7188.3,3116.75,22627576.21,7260.0
75,2019-12-27 00:00:00,7195.17,7255.37,7052.0,7246.0,4024.57,28884846.43,7177.12
76,2019-12-28 00:00:00,7247.7,7349.65,7231.0,7296.24,1579.7,11528551.51,7297.92
77,2019-12-29 00:00:00,7297.43,7524.46,7274.43,7385.54,2583.85,19120178.74,7399.88
78,2019-12-30 00:00:00,7372.79,7384.9,7199.0,7220.24,3722.91,27106970.23,7281.12
79,2019-12-31 00:00:00,7222.74,7302.35,7112.55,7168.36,2638.69,18984547.33,7194.68
80,2020-01-01 00:00:00,7160.69,7237.35,7150.0,7178.68,1119.11,8052270.93,7195.25
81,2020-01-02 00:00:00,7174.7,7184.94,6900.0,6950.56,3972.71,27928978.29,7030.21
82,2020-01-03 00:00:00,6945.7,7402.31,6853.53,7338.91,8072.73,58367332.83,7230.19
83,2020-01-04 00:00:00,7332.58,7396.1,7256.03,7344.48,3256.74,23825437.64,7315.74
84,2020-01-05 00:00:00,7356.05,7495.0,7310.0,7356.7,2707.27,20108463.48,7427.57
85,2020-01-06 00:00:00,7352.12,7817.0,7342.46,7762.74,6728.28,51148366.7,7601.99
86,2020-01-07 00:00:00,7768.17,8220.0,7697.03,8159.01,12158.32,96360835.32,7925.5
87,2020-01-08 00:00:00,8151.79,8463.57,7872.09,8044.44,11913.23,97929528.57,8220.23
88,2020-01-09 00:00:00,8048.94,8048.94,7737.97,7806.78,5957.24,47018267.8,7892.62
89,2020-01-10 00:00:00,7812.7,8200.0,7667.0,8200.0,8999.99,71487988.31,7943.12
90,2020-01-11 00:00:00,8200.0,8286.0,8000.0,8016.22,3788.33,30769860.95,8122.28
91,2020-01-12 00:00:00,8008.1,8190.0,7960.0,8180.76,2056.09,16671798.24,8108.51
92,2020-01-13 00:00:00,8180.75,8196.81,8039.0,8105.01,4011.44,32494162.71,8100.38
93,2020-01-14 00:00:00,8105.01,8895.0,8105.01,8813.04,17009.43,146225207.42,8596.71
94,2020-01-15 00:00:00,8813.2,8903.2,8555.0,8809.17,8606.88,75401269.55,8760.58
95,2020-01-16 00:00:00,8810.62,8852.35,8573.91,8710.15,6713.26,58128480.46,8658.76
96,2020-01-17 00:00:00,8715.39,9015.22,8661.52,8892.63,9363.16,83202108.28,8886.12
97,2020-01-18 00:00:00,8898.03,9000.1,8798.9,8908.53,3678.01,32722278.87,8896.74
98,2020-01-19 00:00:00,8901.02,9188.1,8461.38,8696.6,8785.45,77156049.64,8782.25
99,2020-01-20 00:00:00,8698.97,8740.54,8507.93,8625.17,4420.2,38176413.57,8636.81
100,2020-01-21 00:00:00,8629.66,8778.66,8480.0,8717.89,3394.69,29315872.02,8635.8
101,2020-01-22 00:00:00,8728.47,8792.98,8567.68,8655.93,3143.81,27226881.83,8660.47
102,2020-01-23 00:00:00,8661.63,8665.95,8280.0,8378.44,8611.01,72408778.79,8408.86
103,2020-01-24 00:00:00,8382.08,8530.7,8212.9,8422.13,6430.43,53848152.42,8373.96
104,2020-01-25 00:00:00,8435.83,8437.47,8252.72,8329.5,2812.79,23426249.24,8328.47
105,2020-01-26 00:00:00,8320.0,8600.0,8276.22,8590.48,6340.59,53453535.6,8430.38
106,2020-01-27 00:00:00,8600.0,9004.35,8546.55,8894.54,9619.77,84430635.62,8776.78
107,2020-01-28 00:00:00,8894.57,9413.24,8876.0,9400.0,9565.56,86973753.2,9092.39
108,2020-01-29 00:00:00,9386.57,9443.96,9215.5,9289.18,6481.92,60511710.82,9335.47
109,2020-01-30 00:00:00,9280.83,9570.0,9166.07,9500.0,7945.16,74656133.86,9396.43
110,2020-01-31 00:00:00,9510.84,9529.35,9195.93,9327.85,5009.62,46781868.72,9338.4
111,2020-02-01 00:00:00,9339.26,9464.16,9280.33,9377.17,1669.0,15647313.66,9375.25
112,2020-02-02 00:00:00,9379.6,9474.28,9135.0,9329.39,3015.79,28176260.6,9342.91
113,2020-02-03 00:00:00,9309.69,9615.0,9211.07,9288.09,4758.13,44541630.34,9361.16
114,2020-02-04 00:00:00,9281.0,9348.6,9075.0,9159.37,4867.23,44773399.1,9198.96
115,2020-02-05 00:00:00,9168.49,9775.0,9142.52,9618.42,8063.97,76512667.13,9488.22
116,2020-02-06 00:00:00,9617.84,9859.57,9521.0,9754.63,7554.49,73394159.76,9715.3
117,2020-02-07 00:00:00,9754.63,9878.0,9706.94,9803.42,4013.49,39274637.38,9785.65
118,2020-02-08 00:00:00,9803.71,9948.97,9658.58,9902.0,3268.74,32063962.56,9809.29
119,2020-02-09 00:00:00,9907.7,10178.54,9885.04,10173.97,4830.34,48619500.95,10065.45
120,2020-02-10 00:00:00,10173.51,10199.85,9731.2,9850.01,7560.67,74963300.95,9914.9
121,2020-02-11 00:00:00,9851.99,10383.9,9706.94,10268.98,8127.6,81821348.98,10067.1
122,2020-02-12 00:00:00,10270.98,10495.0,10247.35,10348.78,6553.41,67795650.93,10345.1
123,2020-02-13 00:00:00,10348.78,10500.5,10068.0,10228.67,9347.45,95971600.41,10267.14
124,2020-02-14 00:00:00,10229.19,10398.0,10093.26,10364.04,6190.38,63465786.55,10252.33
125,2020-02-15 00:00:00,10364.04,10408.04,9739.0,9899.78,5762.31,57929002.53,10053.09
126,2020-02-16 00:00:00,9909.71,10051.24,9598.49,9912.89,4133.48,40778597.95,9865.45
127,2020-02-17 00:00:00,9925.96,9973.45,9467.57,9697.15,5913.2,57252913.03,9682.21
128,2020-02-18 00:00:00,9725.57,10288.0,9602.6,10185.17,6754.35,67153716.79,9942.29
129,2020-02-19 00:00:00,10190.3,10300.0,9312.0,9595.72,9936.82,98785031.86,9941.31
130,2020-02-20 00:00:00,9589.1,9706.27,9396.91,9612.76,6608.49,63258478.74,9572.3
131,2020-02-21 00:00:00,9610.4,9773.2,9562.6,9696.13,4271.47,41404137.04,9693.18
132,2020-02-22 00:00:00,9696.13,9722.39,9568.51,9668.13,2096.56,20253010.07,9660.1
