,Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
133,2020-02-23 00:00:00,9664.08,10024.08,9664.08,9965.21,3329.22,32927432.12,9890.42
134,2020-02-24 00:00:00,9969.79,10027.66,9480.0,9652.58,5877.01,57123425.65,9719.81
135,2020-02-25 00:00:00,9664.87,9682.73,9234.21,9305.4,6280.0,59384596.89,9456.14
136,2020-02-26 00:00:00,9305.4,9369.99,8627.78,8779.36,11564.2,103821757.03,8977.86
137,2020-02-27 00:00:00,8778.37,8974.75,8520.0,8816.5,9273.9,81515059.44,8789.72
138,2020-02-28 00:00:00,8816.5,8900.94,8421.49,8703.84,6546.98,56592181.78,8644.01
139,2020-02-29 00:00:00,8710.0,8805.06,8525.0,8527.74,2338.07,20286638.54,8676.67
140,2020-03-01 00:00:00,8525.0,8756.11,8410.0,8528.95,4156.57,35511261.83,8543.4
141,2020-03-02 00:00:00,8516.0,8980.34,8486.72,8917.34,6186.86,54353354.13,8785.29
142,2020-03-03 00:00:00,8917.34,8921.8,8660.04,8755.45,4629.97,40663925.38,8782.76
143,2020-03-04 00:00:00,8755.45,8850.0,8663.76,8753.28,3353.23,29341557.58,8750.23
144,2020-03-05 00:00:00,8757.79,9169.0,8757.79,9066.65,6448.69,58265604.82,9035.27
145,2020-03-06 00:00:00,9059.0,9187.85,8990.01,9153.79,4136.42,37642647.03,9100.29
146,2020-03-07 00:00:00,9154.1,9219.13,8859.49,8893.93,2805.59,25374792.8,9044.36
147,2020-03-08 00:00:00,8901.12,8901.12,7995.48,8033.7,9068.89,76135548.37,8395.24
148,2020-03-09 00:00:00,8035.79,8191.13,7636.0,7936.25,12177.39,95866831.83,7872.52
149,2020-03-10 00:00:00,7937.2,8158.42,7733.99,7885.92,8274.95,65746742.7,7945.27
150,2020-03-11 00:00:00,7893.63,7988.78,7591.99,7934.57,7289.61,56863822.03,7800.67
151,2020-03-12 00:00:00,7956.29,7969.9,4776.59,4841.67,58513.39,360210571.57,6156.04
152,2020-03-13 00:00:00,4841.67,5990.35,3850.0,5622.74,54419.64,284267182.43,5223.61
153,2020-03-14 00:00:00,5623.16,5663.01,5051.0,5169.37,15370.87,82874138.92,5391.64
154,2020-03-15 00:00:00,5167.38,5965.77,5092.34,5343.64,16589.3,89752311.59,5410.25
155,2020-03-16 00:00:00,5353.04,5353.04,4435.89,5033.42,34905.46,170219112.51,4876.58
156,2020-03-17 00:00:00,5051.41,5569.9,4936.0,5324.99,17517.84,93134794.19,5316.57
157,2020-03-18 00:00:00,5340.95,5452.43,5006.87,5406.92,22559.23,118551265.57,5255.11
158,2020-03-19 00:00:00,5413.0,6433.98,5266.38,6181.18,24783.73,146253518.53,5901.19
159,2020-03-20 00:00:00,6192.94,7139.0,5670.0,6210.14,30082.5,193439601.27,6430.3
160,2020-03-21 00:00:00,6207.66,6461.91,5866.44,6187.78,11796.73,72583889.46,6152.88
161,2020-03-22 00:00:00,6199.17,6419.0,5705.0,5813.15,10813.38,65253784.14,6034.54
162,2020-03-23 00:00:00,5816.57,6629.79,5686.34,6493.51,19053.8,118385188.51,6213.2
163,2020-03-24 00:00:00,6494.7,6893.0,6400.01,6768.64,19719.09,131376646.8,6662.41
164,2020-03-25 00:00:00,6768.64,6989.04,6457.17,6692.22,16675.74,111416237.44,6681.34
165,2020-03-26 00:00:00,6695.47,6798.89,6528.07,6760.72,7393.71,49294382.86,6667.07
166,2020-03-27 00:00:00,6765.15,6872.67,6210.0,6376.03,10816.29,71901745.73,6647.55
167,2020-03-28 00:00:00,6376.03,6376.03,6030.51,6253.08,11613.49,72147462.54,6212.38
168,2020-03-29 00:00:00,6275.11,6278.24,5869.0,5870.9,9298.94,56233063.89,6047.26
169,2020-03-30 00:00:00,5878.47,6630.0,5856.0,6407.77,14974.44,94589749.29,6316.75
170,2020-03-31 00:00:00,6408.95,6527.24,6337.42,6421.14,6342.3,40889445.98,6447.1
171,2020-04-01 00:00:00,6428.74,6710.21,6137.71,6652.07,11319.15,71960130.69,6357.38
172,2020-04-02 00:00:00,6669.95,7236.39,6575.13,6801.99,17212.82,117398261.41,6820.4
173,2020-04-03 00:00:00,6789.63,7047.96,6610.0,6742.57,10570.11,72358605.3,6845.59
174,2020-04-04 00:00:00,6737.36,7014.0,6655.54,6879.61,6018.52,40962523.5,6806.08
175,2020-04-05 00:00:00,6887.22,6914.01,6678.51,6775.2,3981.98,27031800.42,6788.54
176,2020-04-06 00:00:00,6780.57,7376.59,6773.75,7352.43,13683.04,97422008.84,7119.91
177,2020-04-07 00:00:00,7335.85,7469.0,7077.0,7202.73,11669.01,85195615.03,7301.01
178,2020-04-08 00:00:00,7204.78,7428.95,7152.0,7367.36,8720.21,63711657.24,7306.21
179,2020-04-09 00:00:00,7370.85,7376.59,7107.38,7293.93,8324.92,60735239.87,7295.59
180,2020-04-10 00:00:00,7299.12,7306.1,6750.15,6877.03,10727.87,74421521.65,6937.22
181,2020-04-11 00:00:00,6866.03,6955.59,6771.24,6883.18,3326.67,22836390.23,6864.63
182,2020-04-12 00:00:00,6882.75,7201.76,6790.74,6908.24,7264.52,51063776.08,7029.2
183,2020-04-13 00:00:00,6908.21,6914.01,6542.91,6864.22,10837.57,73070898.94,6742.37
184,2020-04-14 00:00:00,6864.66,6991.0,6766.96,6879.75,7275.69,50059446.72,6880.37
185,2020-04-15 00:00:00,6868.88,6940.0,6598.55,6619.0,8109.73,54918729.97,6771.95
186,2020-04-16 00:00:00,6619.0,7224.18,6472.67,7111.67,15726.7,109502622.67,6962.85
187,2020-04-17 00:00:00,7121.35,7158.22,6995.39,7024.19,8539.62,60386632.15,7071.35
188,2020-04-18 00:00:00,7020.13,7306.15,7020.13,7262.26,5102.5,36602893.61,7173.52
189,2020-04-19 00:00:00,7265.94,7276.21,7057.46,7126.4,4662.19,33388014.35,7161.44
190,2020-04-20 00:00:00,7124.27,7220.0,6757.75,6841.0,11365.01,79382776.01,6984.84
191,2020-04-21 00:00:00,6833.0,6950.98,6774.48,6854.98,5570.96,38214451.94,6859.59
192,2020-04-22 00:00:00,6850.6,7171.26,6819.59,7137.79,6273.41,44249617.74,7053.52
193,2020-04-23 00:00:00,7138.29,7756.69,7031.07,7484.58,14779.55,109374199.45,7400.38
194,2020-04-24 00:00:00,7494.2,7612.91,7391.57,7505.53,7357.11,55377242.13,7527.04
195,2020-04-25 00:00:00,7518.81,7723.77,7432.8,7547.56,3800.83,28741430.1,7561.89
196,2020-04-26 00:00:00,7565.0,7718.0,7485.0,7701.73,5247.54,39949338.76,7612.96
197,2020-04-27 00:00:00,7708.87,7813.68,7637.03,7786.41,6878.02,53067907.41,7715.58
198,2020-04-28 00:00:00,7794.22,7798.42,7650.0,7767.79,7248.96,55957597.43,7719.4
199,2020-04-29 00:00:00,7762.07,8970.0,7717.14,8790.32,26396.1,219862359.85,8329.35
200,2020-04-30 00:00:00,8789.79,9485.26,8407.0,8627.32,24057.74,214743005.89,8926.15
201,2020-05-01 00:00:00,8629.72,9075.0,8616.17,8832.44,11379.69,100246596.31,8809.26
202,2020-05-02 00:00:00,8836.0,9022.0,8760.0,8983.79,5524.27,49175891.32,8901.79
203,2020-05-03 00:00:00,8982.56,9207.82,8723.78,8915.98,9218.27,82923756.88,8995.58
204,2020-05-04 00:00:00,8924.14,8974.34,8528.42,8882.87,10018.97,87869078.41,8770.27
205,2020-05-05 00:00:00,8889.24,9120.0,8760.1,9034.85,9592.13,85676075.46,8931.91
206,2020-05-06 00:00:00,9040.0,9417.95,8921.03,9154.32,15110.94,139147123.7,9208.37
207,2020-05-07 00:00:00,9163.63,10074.0,9030.03,10000.0,25012.9,241313478.93,9647.56
208,2020-05-08 00:00:00,10008.19,10048.38,9725.0,9801.35,19203.48,190431352.84,9916.5
209,2020-05-09 00:00:00,9809.04,9914.0,9515.4,9546.56,11278.63,109506263.43,9709.18
210,2020-05-10 00:00:00,9527.31,9565.2,8109.0,8731.17,31639.43,274667237.43,8681.17
211,2020-05-11 00:00:00,8740.88,9182.97,8181.0,8571.98,34465.19,299207513.01,8681.44
212,2020-05-12 00:00:00,8574.19,8984.87,8534.97,8825.46,14010.26,123118461.28,8787.73
213,2020-05-13 00:00:00,8816.99,9418.46,8804.47,9315.5,12762.85,116070755.77,9094.42
214,2020-05-14 00:00:00,9323.73,9945.34,9254.85,9793.5,19936.19,192594447.17,9660.55
215,2020-05-15 00:00:00,9809.91,9844.66,9112.0,9306.21,17324.14,164450498.65,9492.56
216,2020-05-16 00:00:00,9307.43,9590.0,9216.08,9389.07,6170.1,58076014.31,9412.5
217,2020-05-17 00:00:00,9377.79,9894.88,9326.53,9665.7,9515.79,92332110.81,9703.04
218,2020-05-18 00:00:00,9672.95,9966.12,9451.2,9721.91,12362.33,120325308.22,9733.22
219,2020-05-19 00:00:00,9730.0,9903.89,9455.05,9787.65,12149.69,117603182.46,9679.52
220,2020-05-20 00:00:00,9776.3,9843.87,9100.0,9516.51,12351.43,118302861.45,9578.07
221,2020-05-21 00:00:00,9505.61,9573.29,8800.0,9062.47,16879.83,154720870.13,9166.02
222,2020-05-22 00:00:00,9062.25,9272.97,8924.91,9171.96,7261.28,66290367.84,9129.29
223,2020-05-23 00:00:00,9171.96,9316.12,9084.83,9183.46,3477.28,31965817.4,9192.77
224,2020-05-24 00:00:00,9183.93,9310.91,8669.0,8718.77,8855.48,79788785.68,9010.11
225,2020-05-25 00:00:00,8710.12,8984.16,8630.0,8903.56,8919.92,78497049.75,8800.19
226,2020-05-26 00:00:00,8903.22,9012.0,8690.0,8840.91,5923.01,52400584.28,8846.96
227,2020-05-27 00:00:00,8835.79,9230.21,8810.99,9210.0,6867.67,62443847.94,9092.43
228,2020-05-28 00:00:00,9209.99,9625.01,9105.79,9577.38,11523.41,108191478.21,9388.84
229,2020-05-29 00:00:00,9581.49,9610.0,9330.0,9421.04,7226.77,68321538.63,9453.95
230,2020-05-30 00:00:00,9428.52,9758.27,9326.28,9705.1,6781.84,64706290.97,9541.11
231,2020-05-31 00:00:00,9705.1,9711.7,9373.96,9446.19,5698.0,54324245.54,9533.92
232,2020-06-01 00:00:00,9444.61,10429.26,9416.5,10203.64,12109.14,119481686.45,9867.07
233,2020-06-02 00:00:00,10203.64,10241.26,9135.68,9525.73,22725.12,222782211.57,9803.35
234,2020-06-03 00:00:00,9522.52,9699.95,9380.99,9668.99,6928.76,66167333.67,9549.66
235,2020-06-04 00:00:00,9668.0,9888.0,9430.0,9791.92,8938.77,86806501.29,9711.24
236,2020-06-05 00:00:00,9791.0,9856.48,9592.74,9619.99,7157.37,69598704.37,9724.06
237,2020-06-06 00:00:00,9616.17,9744.39,9525.76,9669.85,4047.27,38944240.62,9622.35
238,2020-06-07 00:00:00,9673.08,9829.31,9356.0,9750.04,6762.65,64865372.78,9591.71
239,2020-06-08 00:00:00,9759.04,9813.67,9645.0,9783.0,5379.08,52321749.26,9726.9
240,2020-06-09 00:00:00,9786.64,9897.46,9566.81,9776.84,6922.8,67296776.41,9721.04
241,2020-06-10 00:00:00,9782.3,10011.4,9578.0,9894.32,7107.2,69805944.46,9821.86
242,2020-06-11 00:00:00,9894.32,9981.24,9078.91,9264.26,16389.44,156090301.99,9523.83
243,2020-06-12 00:00:00,9265.95,9555.0,9230.0,9463.07,6934.14,65258966.27,9411.26
244,2020-06-13 00:00:00,9465.92,9500.0,9345.71,9473.46,2938.68,27705239.61,9427.78
245,2020-06-14 00:00:00,9478.93,9479.59,9235.01,9329.99,3477.25,32581551.05,9369.91
246,2020-06-15 00:00:00,9329.99,9505.4,8900.0,9435.15,11765.11,108092261.86,9187.52
247,2020-06-16 00:00:00,9435.41,9596.31,9374.9,9530.3,6864.22,65155250.36,9492.01
248,2020-06-17 00:00:00,9530.62,9566.53,9230.32,9461.29,5902.37,55634030.64,9425.72
249,2020-06-18 00:00:00,9459.82,9478.69,9250.0,9374.78,3997.01,37553641.92,9395.43
250,2020-06-19 00:00:00,9374.83,9429.99,9225.15,9304.32,5305.91,49452467.2,9320.27
251,2020-06-20 00:00:00,9287.6,9400.0,9138.0,9355.46,3071.79,28573341.43,9301.84
252,2020-06-21 00:00:00,9355.93,9421.26,9271.52,9283.03,1435.21,13411174.02,9344.39
253,2020-06-22 00:00:00,9287.89,9798.76,9267.2,9683.12,6615.65,63078286.44,9534.71
254,2020-06-23 00:00:00,9688.26,9725.3,9571.0,9622.81,4866.11,46909443.28,9640.02
255,2020-06-24 00:00:00,9617.88,9666.35,9193.99,9286.06,10072.58,94516911.2,9383.59
256,2020-06-25 00:00:00,9286.3,9343.49,8989.0,9239.48,8701.25,80007371.47,9194.93
257,2020-06-26 00:00:00,9237.98,9289.71,9024.61,9158.26,7912.38,72394589.37,9149.53
258,2020-06-27 00:00:00,9158.13,9189.0,8830.63,9009.3,4399.68,39682291.38,9019.37
259,2020-06-28 00:00:00,9008.33,9191.72,8933.06,9118.01,3231.86,29337702.62,9077.66
260,2020-06-29 00:00:00,9118.8,9240.36,9014.92,9188.88,4942.73,45004912.08,9105.28
261,2020-06-30 00:00:00,9187.85,9201.95,9060.0,9132.96,2781.63,25424763.41,9140.24
262,2020-07-01 00:00:00,9136.89,9300.0,9089.8,9233.38,4321.57,39791807.48,9207.73
263,2020-07-02 00:00:00,9230.97,9268.54,8939.0,9092.92,6866.05,62528364.8,9106.89
264,2020-07-03 00:00:00,9091.68,9127.11,9027.17,9063.08,3510.0,31905807.44,9089.96
265,2020-07-04 00:00:00,9053.87,9196.0,9045.94,9138.52,2180.37,19850822.9,9104.33
266,2020-07-05 00:00:00,9142.16,9147.37,8905.0,9076.82,3067.88,27761771.27,9049.18
267,2020-07-06 00:00:00,9077.18,9376.34,9060.5,9348.22,5361.35,49559304.52,9243.81
268,2020-07-07 00:00:00,9346.9,9385.81,9201.78,9257.16,4702.83,43560405.95,9262.6
269,2020-07-08 00:00:00,9257.21,9479.57,9228.91,9437.16,6275.55,58669357.69,9348.88
270,2020-07-09 00:00:00,9441.76,9448.5,9157.11,9234.9,4575.45,42541096.4,9297.69
271,2020-07-10 00:00:00,9234.91,9318.92,9053.14,9283.53,3910.33,35920454.04,9186.05
