,매장이름,주소,구,브랜드,위도,경도
808,역삼이마트,서울특별시 강남구 역삼로 310 (역삼동)1522-3232,강남구,스타벅스,37.4992239,127.048424
809,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,강북구,스타벅스,37.6183622,127.0210925
810,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동)1522-3232,강북구,스타벅스,37.6400187,127.0273281
811,미아사거리역,서울특별시 강북구 도봉로 32 (미아동)1522-3232,강북구,스타벅스,37.6268335,127.0269077
812,수유역,서울특별시 강북구 도봉로 342 (번동)1522-3232,강북구,스타벅스,37.6380167,127.026135
813,미아역,서울특별시 강북구 도봉로 196 (미아동)1522-3232,강북구,스타벅스,37.6260494,127.0266005
814,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동)[*미고시]1522-3232,강북구,스타벅스,37.663461,127.012208
815,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동)1522-3232,강서구,스타벅스,37.5707835,126.82871
816,마곡역,서울특별시 강서구 공항대로 168 (마곡동)1522-3232,강서구,스타벅스,37.57288090000001,126.8285073
817,우장산역,서울특별시 강서구 강서로 267 (내발산동)1522-3232,강서구,스타벅스,37.5546422,126.834636
818,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동)1522-3232,강서구,스타벅스,37.560526,126.83375
819,방화DT,서울특별시 강서구 방화대로 375 (방화동)1522-3232,강서구,스타벅스,37.5743389,126.8164145
820,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동)1522-3232,강서구,스타벅스,37.5681892,126.8261933
821,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호1522-3232",강서구,스타벅스,37.5712911,126.8369374
822,가양역,서울특별시 강서구 양천로 476 (등촌동)1522-3232,강서구,스타벅스,37.551791,126.8583459
823,화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,강서구,스타벅스,37.5350355,126.8631182
824,양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,강서구,스타벅스,37.5764888,126.8307466
825,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,강서구,스타벅스,37.540523,126.8374245
826,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,강서구,스타벅스,37.558653,126.8532512
827,염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,강서구,스타벅스,37.5540319,126.8717993
828,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트1522-3232,강서구,스타벅스,37.5364346,126.8478715
829,가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,강서구,스타벅스,37.566624,126.8424614
830,까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,강서구,스타벅스,37.532287,126.8460833
831,등촌대로,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어), 104-2/105/106호1522-3232",강서구,스타벅스,37.5505493,126.8663356
832,가양역사거리,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호1522-3232",강서구,스타벅스,37.559882,126.8553509
833,강서NC,서울특별시 강서구 강서로56길 17 (등촌동)1522-3232,강서구,스타벅스,37.55990389999999,126.8405122
834,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232,강서구,스타벅스,37.55319679999999,126.8298352
835,강서구청사거리,"서울특별시 강서구 화곡로 350 (화곡동), 104/105/106/107호1522-3232",강서구,스타벅스,37.5547254,126.8520968
836,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232,관악구,스타벅스,37.4776649,126.9611926
837,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동)1522-3232,관악구,스타벅스,37.4792703,126.9527981
838,신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,관악구,스타벅스,37.4809346,126.9084069
839,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동)1522-3232,관악구,스타벅스,37.4815987,126.9522003
840,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동)1522-3232,관악구,스타벅스,37.4761693,126.9650053
841,사당,서울특별시 관악구 남부순환로 2082-251522-3232,관악구,스타벅스,37.47600910000001,126.9809985
842,보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층1522-3232,관악구,스타벅스,37.4909895,126.9255211
843,신림사거리,서울특별시 관악구 남부순환로 1619 (신림동)1522-3232,관악구,스타벅스,37.4846038,126.9304905
844,신림,서울특별시 관악구 신림로 355-1 (신림동)1522-3232,관악구,스타벅스,37.48605870000001,126.9291581
845,신림역포도몰,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)1522-3232",관악구,스타벅스,37.4838735,126.9302332
846,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동)1522-3232,관악구,스타벅스,37.4811125,126.9513217
847,건국대,서울특별시 광진구 능동로 117 (화양동)1522-3232,광진구,스타벅스,37.5477745,127.0706455
848,어린이대공원역,서울특별시 광진구 능동로243 1522-3232,광진구,스타벅스,37.5518888,127.0764093
849,아차산역,서울특별시 광진구 천호대로 676 1522-3232,광진구,스타벅스,37.5506271,127.0899534
850,올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동)1522-3232,광진구,스타벅스,37.5411292,127.0952402
851,구의DT,서울특별시 광진구 광나루로 519 (구의동)1522-3232,광진구,스타벅스,37.545357,127.0871714
852,자양사거리,서울특별시 광진구 아차산로 3551522-3232,광진구,스타벅스,37.5417175,127.0873849
853,군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩1522-3232,광진구,스타벅스,37.5568156,127.07896
854,광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)1522-3232",광진구,스타벅스,37.5566878,127.1121244
855,건대스타시티,서울특별시 광진구 아차산로 262 (자양동)1522-3232,광진구,스타벅스,37.5324005,127.0715809
856,자양,서울특별시 광진구 능동로 50 (자양동)1522-3232,광진구,스타벅스,37.5354769,127.0691462
857,강변역,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버1522-3232,광진구,스타벅스,37.5360961,127.0927925
858,건대입구,서울특별시 광진구 능동로 107 (화양동)1522-3232,광진구,스타벅스,37.5460727,127.0722917
859,구의역,서울특별시 광진구 아차산로 373 (구의동)1522-3232,광진구,스타벅스,37.5466951,127.0914159
860,광장,서울특별시 광진구 아차산로 537-17 (광장동)1522-3232,광진구,스타벅스,37.5552818,127.1127862
861,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식5001522-3232,광진구,스타벅스,37.5382118,127.0709107
862,자양이마트,서울시 광진구 아차산로 272 스타시티 지하1층 일부1522-3232,광진구,스타벅스,37.5387444,127.0730032
863,중곡,서울특별시 광진구 천호대로 549 (중곡동) 1층1522-3232,광진구,스타벅스,37.5575666,127.079334
864,금천구청역,"서울특별시 금천구 시흥대로73길 67 엠타워 112,113,114,115호1522-3232",금천구,스타벅스,37.4568736,126.8978
865,가산에스케이,서울특별시 금천구 가산디지털1로 171 (가산동)1522-3232,금천구,스타벅스,37.4806318,126.8805702
866,독산사거리,서울특별시 금천구 시흥대로 426 (독산동)1522-3232,금천구,스타벅스,37.4715113,126.8987752
867,금천시흥,서울특별시 금천구 시흥대로 164 (시흥동)1522-3232,금천구,스타벅스,37.4488601,126.903246
868,가산디지털단지역,서울특별시 금천구 벚꽃로 298 (가산동)1522-3232,금천구,스타벅스,37.4813244,126.8837789
869,금천독산,서울특별시 금천구 두산로 70 (독산동)1522-3232,금천구,스타벅스,37.4704162,126.8920672
870,가산디지털,서울특별시 금천구 가산디지털1로 168 (가산동)1522-3232,금천구,스타벅스,37.4798346,126.8824997
871,W-Mall,서울특별시 금천구 디지털로 188 (가산동)1522-3232,금천구,스타벅스,37.4774266,126.8877548
872,마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관1522-3232,금천구,스타벅스,37.4785992,126.8851547
873,가산브이타워,서울특별시 금천구 가산디지털1로 128 (가산동)1522-3232,금천구,스타벅스,37.47717,126.883859
874,가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)1522-3232",금천구,스타벅스,37.4794444,126.8875
875,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)1522-3232",노원구,스타벅스,37.63115310000001,127.0577021
876,월계트레이더스,서울특별시 노원구 마들로3길 15 1522-3232,노원구,스타벅스,37.62644,127.0619091
877,상계초교사거리,서울특별시 노원구 노원로 449 1522-3232,노원구,스타벅스,37.6460967,127.0712379
878,공릉DT,서울특별시 노원구 동일로 1015 (공릉동)1522-3232,노원구,스타벅스,37.6206884,127.0743116
879,노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)1522-3232",노원구,스타벅스,37.6607486,127.05714
880,공릉역,서울특별시 노원구 동일로 1081 (공릉동)1522-3232,노원구,스타벅스,37.6263614,127.0722671
881,은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232",노원구,스타벅스,37.6504634,127.0759752
882,노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232",노원구,스타벅스,37.65452560000001,127.0636531
883,광운대,서울특별시 노원구 석계로 104 (월계동)1522-3232,노원구,스타벅스,37.6231479,127.0607009
884,중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)1522-3232",노원구,스타벅스,37.6481244,127.0621656
885,노원역,서울특별시 노원구 동일로 1413 (상계동) 1층1522-3232,노원구,스타벅스,37.6547298,127.0600029
886,월계이마트,서울특별시 노원구 마들로3길 15 (월계동)1522-3232,노원구,스타벅스,37.62644,127.0619091
887,태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동)1522-3232,노원구,스타벅스,37.619211,127.0792994
888,창동이마트,서울특별시 도봉구 노해로65길 4 (창동)1522-3232,도봉구,스타벅스,37.6516821,127.046933
889,쌍문역,서울특별시 도봉구 도봉로 480 (창동)1522-3232,도봉구,스타벅스,37.6483224,127.0348734
890,쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동)1522-3232,도봉구,스타벅스,37.6453516,127.0331011
891,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호1522-3232",동작구,스타벅스,37.5130951,126.9469753
892,남성역,서울특별시 동작구 사당로 219 (사당동)1522-3232,동작구,스타벅스,37.476379,126.9735832
893,상도역,서울특별시 동작구 상도로37길 1 (상도1동)1522-3232,동작구,스타벅스,37.5031939,126.9484286
894,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)1522-3232",동작구,스타벅스,37.4920429,126.9234214
895,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이)1522-3232,동작구,스타벅스,37.4839828,126.9804085
896,노량진역,서울특별시 동작구 노량진로 134 (노량진동)1522-3232,동작구,스타벅스,37.5133481,126.9408863
897,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동)1522-3232,동작구,스타벅스,37.4999142,126.9317661
898,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동)1522-3232,동작구,스타벅스,37.5068908,126.9581584
899,숭실대입구역,서울특별시 동작구 상도로 354 (상도동)1522-3232,동작구,스타벅스,37.4968346,126.9527123
900,숭실대,서울특별시 동작구 사당로 4 (상도동)1522-3232,동작구,스타벅스,37.4953631,126.9548386
901,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)1522-3232",동작구,스타벅스,37.47840679999999,126.9813606
902,서강대프라자,서울특별시 마포구 백범로 35 (신수동)1522-3232,마포구,스타벅스,37.5482918,126.9396564
903,상암YTN,서울특별시 마포구 상암산로 76 (상암동)1522-3232,마포구,스타벅스,37.5784516,126.8915392
904,마포용강동,서울특별시 마포구 토정로 295 (용강동)1522-3232,마포구,스타벅스,37.5417874,126.9416684
905,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동)1522-3232,마포구,스타벅스,37.5546884,126.9202895
906,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동)1522-3232,마포구,스타벅스,37.5539707,126.950408
907,공덕,서울특별시 마포구 마포대로 130 (공덕동)1522-3232,마포구,스타벅스,37.5500158,126.9534217
908,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232",마포구,스타벅스,37.5499443,126.9137027
909,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동)1522-3232,마포구,스타벅스,37.557008,126.9290252
910,마포염리,서울특별시 마포구 독막로 311 (염리동)1522-3232,마포구,스타벅스,37.5496169,126.9476266
911,서강광흥창역,서울특별시 마포구 서강로 69 (창전동)1522-3232,마포구,스타벅스,37.5493766,126.9316559
912,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-21522-3232",마포구,스타벅스,37.54991930000001,126.9122262
913,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동)1522-3232,마포구,스타벅스,37.5528171,126.9466385
914,서교동사거리,서울특별시 마포구 양화로 105 (서교동)1522-3232,마포구,스타벅스,37.5533761,126.9185644
915,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동)1522-3232,마포구,스타벅스,37.5806359,126.88893
916,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동)1522-3232,마포구,스타벅스,37.555138,126.9346633
917,상암디지털큐브,서울특별시 마포구 상암산로 341522-3232,마포구,스타벅스,37.5784516,126.8915392
918,상수역,서울특별시 마포구 독막로 88 (상수동)1522-3232,마포구,스타벅스,37.5474817,126.9232158
919,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩1522-3232,마포구,스타벅스,37.5426483,126.9505562
920,서교,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층1522-3232,마포구,스타벅스,37.5512986,126.9169248
921,서강대,서울특별시 마포구 백범로 23 (신수동)1522-3232,마포구,스타벅스,37.5494638,126.9400348
922,상암MBC,서울특별시 마포구 성암로 267 (상암동)1522-3232,마포구,스타벅스,37.5809977,126.891831
923,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)1522-3232",마포구,스타벅스,37.5571739,126.923614
924,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)1522-3232",마포구,스타벅스,37.5568127,126.9199477
925,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)1522-3232",마포구,스타벅스,37.5521804,126.9554999
926,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232",마포구,스타벅스,37.5756558,126.8977097
927,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)1522-3232",마포구,스타벅스,37.54043,126.94632
928,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,마포구,스타벅스,37.5413152,126.9489731
929,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,마포구,스타벅스,37.5487686,126.9250204
930,망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,마포구,스타벅스,37.5534897,126.9177304
931,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,마포구,스타벅스,37.542371,126.953362
932,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232",마포구,스타벅스,37.5499443,126.9137027
933,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,마포구,스타벅스,37.5567531,126.9246749
934,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,서대문구,스타벅스,,
935,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232",서대문구,스타벅스,37.577193,126.9192653
936,신촌역,서울특별시 서대문구 신촌로 73 (창천동)1522-3232,서대문구,스타벅스,37.5584944,126.9345627
937,연희동,서울특별시 서대문구 연희로 97 (연희동)1522-3232,서대문구,스타벅스,37.5667633,126.9305031
938,아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)1522-3232",서대문구,스타벅스,37.5584231,126.9546193
939,홍제역,서울특별시 서대문구 통일로 451 (홍제동)1522-3232,서대문구,스타벅스,37.5928458,126.9516355
940,연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교1522-3232,서대문구,스타벅스,37.565784,126.938572
941,연희DT,서울특별시 서대문구 연희로 144 (연희동)1522-3232,서대문구,스타벅스,37.5701185,126.9338591
942,경기대,서울특별시 서대문구 충정로 53 (충정로2가)1522-3232,서대문구,스타벅스,37.5658142,126.9638013
943,신촌,서울특별시 서대문구 연세로 10-1 (창천동)1522-3232,서대문구,스타벅스,37.5564503,126.9371086
944,이대R,서울특별시 서대문구 이화여대길 34 (대현동)1522-3232,서대문구,스타벅스,37.5618588,126.9468339
945,연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)1522-3232",서대문구,스타벅스,37.565784,126.938572
946,이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호1522-3232,서대문구,스타벅스,37.5618588,126.9468339
947,연대,서울특별시 서대문구 연세로 35 (창천동)1522-3232,서대문구,스타벅스,37.5586535,126.9366773
948,신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동)1522-3232,서대문구,스타벅스,37.5601918,126.9308653
949,충정로역,서울특별시 서대문구 충정로 231522-3232,서대문구,스타벅스,37.5627988,126.9647478
950,연대동문,서울특별시 서대문구 성산로 565 (대신동)1522-3232,서대문구,스타벅스,37.5677894,126.9488821
951,신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)1522-3232",서대문구,스타벅스,37.5577614,126.9381244
952,충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)1522-3232",서대문구,스타벅스,37.5598507,126.964065
953,현대신촌,서울특별시 서대문구 신촌로 83 (창천동)1522-3232,서대문구,스타벅스,37.5594444,126.9363032
954,방배로,서울특별시 서초구 방배로 52 (방배동)1522-3232,서초구,스타벅스,37.4794494,126.9993484
955,강남교보타워R,서울특별시 서초구 강남대로 465 (서초동)1522-3232,서초구,스타벅스,37.5037208,127.0240967
956,방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동)1522-3232,서초구,스타벅스,37.4843008,126.9960781
957,센트럴F1,서울특별시 서초구 신반포로 176 (반포동)1522-3232,서초구,스타벅스,37.5049693,127.0042386
958,서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동)1522-3232,서초구,스타벅스,37.4882539,127.0090099
959,서초구청,서울특별시 서초구 남부순환로 2557 (서초동)1522-3232,서초구,스타벅스,37.4844008,127.0300468
960,서초우성사거리,서울특별시 서초구 강남대로 343 (서초동)1522-3232,서초구,스타벅스,37.4934821,127.0292328
961,이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)1522-3232",서초구,스타벅스,37.4858503,126.9830269
962,강남대로신사,서울특별시 서초구 강남대로 595 (잠원동)1522-3232,서초구,스타벅스,37.514847,127.0143281
963,서울고속터미널,서울특별시 서초구 신반포로 194 (반포동)1522-3232,서초구,스타벅스,37.5054942,127.006719
964,강남대로논현R,서울특별시 서초구 강남대로85길 5 (반포동)1522-3232,서초구,스타벅스,37.5073277,127.0225816
965,방배,서울특별시 서초구 방배로 2111522-3232,서초구,스타벅스,37.4866882,126.9948792
966,방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,서초구,스타벅스,37.4934767,126.9865297
967,서초법원,서울특별시 서초구 서초대로 274 (서초동)1522-3232,서초구,스타벅스,37.4927671,127.0117898
968,청계산입구역,서울특별시 서초구 청계산로 203 (신원동)1522-3232,서초구,스타벅스,37.4473672,127.0553225
969,사당로데오,서울특별시 서초구 방배천로 5-4(방배동)1522-3232,서초구,스타벅스,37.4772752,126.9821605
970,파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY1522-3232,서초구,스타벅스,37.5044253,127.0077601
971,교대역,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩1522-3232,서초구,스타벅스,37.4856009,127.0164403
972,양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩1522-3232,서초구,스타벅스,37.4823239,127.0368273
973,논현역,서울특별시 서초구 강남대로 557 (잠원동) 1~2층1522-3232,서초구,스타벅스,37.5115145,127.0205781
974,이수역,서울특별시 서초구 동작대로 112 (방배동)1522-3232,서초구,스타벅스,37.4864664,126.9827403
975,내방역,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩1522-3232,서초구,스타벅스,37.4938216,126.9845543
976,서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤1522-3232,서초구,스타벅스,37.4949048,127.027432
977,서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩1522-3232,서초구,스타벅스,37.4806256,127.0123511
978,서초중앙로,서울특별시 서초구 서초중앙로 2251522-3232,서초구,스타벅스,37.4933118,127.0145415
979,센트럴시티,서울특별시 서초구 신반포로 176 (반포동)1522-3232,서초구,스타벅스,37.5049693,127.0042386
980,강남삼성타운,서울특별시 서초구 서초대로78길 24 (서초동)1522-3232,서초구,스타벅스,37.4955152,127.027742
981,방배역,서울특별시 서초구 방배로 84 (방배동)1522-3232,서초구,스타벅스,37.48193,126.9976464
982,반포역,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가1522-3232,서초구,스타벅스,37.5094191,127.0130498
983,남부터미널,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)1522-3232",서초구,스타벅스,37.4846566,127.016968
984,뉴코아강남,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽1522-3232,서초구,스타벅스,37.5102313,127.0069616
985,강남2,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)1522-3232",서초구,스타벅스,37.4855248,127.0074256
986,교대,서울특별시 서초구 서초중앙로 118 (서초동)1522-3232,서초구,스타벅스,37.4923513,127.0142164
987,하이브랜드,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)1522-3232",서초구,스타벅스,37.4629528,127.0369582
988,신논현역,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩1522-3232,서초구,스타벅스,37.5053019,127.0236395
989,영동2교,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)1522-3232",서초구,스타벅스,37.481962,127.0425724
990,남부터미널2,서울특별시 서초구 효령로 274 (서초동)1522-3232,서초구,스타벅스,37.4843561,127.0142016
991,서래마을입구,서울특별시 서초구 서래로 48 (반포동)1522-3232,서초구,스타벅스,37.49922970000001,126.9985484
992,몬테소리,서울특별시 서초구 강남대로 399 (서초동)1522-3232,서초구,스타벅스,37.4982126,127.0268238
993,서초역,서울특별시 서초구 반포대로 118 (서초동)1522-3232,서초구,스타벅스,37.4906229,127.0085975
994,예술의전당,"서울특별시 서초구 남부순환로323길 1, 1층 (서초동)1522-3232",서초구,스타벅스,37.4810928,127.0134801
995,교대법원,서울특별시 서초구 서초중앙로 164 (서초동)1522-3232,서초구,스타벅스,37.4963206,127.0133771
996,강남GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)1522-3232",서초구,스타벅스,37.4978826,127.0261533
997,서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)1522-3232",서초구,스타벅스,37.4858915,127.0215742
998,서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)1522-3232",서초구,스타벅스,37.4873998,127.0151589
999,강남에비뉴,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)1522-3232",서초구,스타벅스,37.5027113,127.0238406
1000,서이초교사거리,서울특별시 서초구 사임당로 143 (서초동)1522-3232,서초구,스타벅스,37.4918146,127.0252252
1001,서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동)1522-3232,서초구,스타벅스,37.5160915,127.0088681
1002,길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,성북구,스타벅스,37.6005277,127.023636
1003,미아이마트,서울특별시 성북구 도봉로 17 1522-3232,성북구,스타벅스,37.6108648,127.0296051
1004,종암DT,서울특별시 성북구 종암로 17 (종암동)1522-3232,성북구,스타벅스,37.5919525,127.0360401
1005,미아,서울특별시 성북구 동소문로 314 (하월곡동)1522-3232,성북구,스타벅스,37.6041779,127.0409997
1006,성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가)1522-3232,성북구,스타벅스,37.590891,127.018793
1007,종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,성북구,스타벅스,37.6011247,127.0338991
1008,삼선교,서울특별시 성북구 동소문로 10 (동소문동2가)1522-3232,성북구,스타벅스,37.5886161,127.0071452
1009,월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232",성북구,스타벅스,37.6052153,127.0400684
1010,고대,서울특별시 성북구 고려대로24길 51 (안암동5가)1522-3232,성북구,스타벅스,37.5838912,127.0296926
1011,현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층1522-3232,성북구,스타벅스,37.6083313,127.0287845
1012,성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가)1522-3232,성북구,스타벅스,37.592602,127.0188051
1013,안암역,서울특별시 성북구 고려대로 102-2 (안암동5가)1522-3232,성북구,스타벅스,37.5890249,127.0247254
1014,한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,성북구,스타벅스,37.58843410000001,127.0041459
1015,장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동)1522-3232,성북구,스타벅스,37.6177332,127.0532647
1016,송파나루역DT,서울특별시 송파구 오금로 142 (송파동)1522-3232,송파구,스타벅스,37.5081086,127.1151285
1017,송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)1522-3232",송파구,스타벅스,37.4959329,127.1052553
1018,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동)1522-3232,송파구,스타벅스,37.5200705,127.0995
1019,문정법원로R,서울특별시 송파구 송파대로 201 (문정동)1522-3232,송파구,스타벅스,37.4873579,127.1196635
1020,송파개롱역,서울특별시 송파구 오금로 420 (가락동)1522-3232,송파구,스타벅스,37.4952783,127.1157128
1021,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호1522-3232",송파구,스타벅스,37.482085,127.123578
1022,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호1522-3232",송파구,스타벅스,37.4848376,127.1254914
1023,잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층1522-3232,송파구,스타벅스,37.4856859,127.1193237
1024,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)1522-3232",송파구,스타벅스,37.4797341,127.1440951
1025,송파방이DT,서울특별시 송파구 오금로 241 (방이동)1522-3232,송파구,스타벅스,37.5164031,127.1215351
1026,송파구청,서울특별시 송파구 오금로 87 (방이동)1522-3232,송파구,스타벅스,37.5164031,127.1215351
1027,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트1522-3232,송파구,스타벅스,37.5154324,127.1165686
1028,송파아이파크,서울특별시 송파구 법원로 55 (문정동)1522-3232,송파구,스타벅스,37.4941097,127.0106092
1029,송파사거리,서울특별시 송파구 송파대로 386 (송파동)1522-3232,송파구,스타벅스,37.50460899999999,127.1119305
1030,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동)1522-3232,송파구,스타벅스,37.50642149999999,127.0967159
1031,문정로데오,서울특별시 송파구 동남로 141 (가락동)1522-3232,송파구,스타벅스,37.491868,127.1262565
1032,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동)1522-3232,송파구,스타벅스,37.4915118,127.1164066
