,매장이름,주소,구,브랜드,위도,경도
1033,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동)1522-3232,송파구,스타벅스,37.5132916,127.123111
1034,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)1522-3232",송파구,스타벅스,37.5026557,127.133264
1035,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동)1522-3232,송파구,스타벅스,37.5094027,127.1052218
1036,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)1522-3232",송파구,스타벅스,37.5175312,127.103575
1037,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동)1522-3232,송파구,스타벅스,37.5061273,127.0842945
1038,잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층1522-3232",송파구,스타벅스,37.5152717,127.0994664
1039,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)1522-3232",송파구,스타벅스,37.5110359,127.093967
1040,아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동)1522-3232,송파구,스타벅스,37.5061273,127.0842945
1041,올림픽아파트,서울특별시 송파구 양재대로 1222 (방이동)1522-3232,송파구,스타벅스,37.5164031,127.1215351
1042,가락본동,서울특별시 송파구 송파대로30길 13 (가락동)1522-3232,송파구,스타벅스,37.4955962,127.1196205
1043,석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)1522-3232",송파구,스타벅스,37.5061506,127.0974959
1044,가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)1522-3232",송파구,스타벅스,37.494324,127.1213465
1045,가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴1522-3232,송파구,스타벅스,37.4775761,127.125043
1046,송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층1522-3232,송파구,스타벅스,37.4775761,127.125043
1047,몽촌토성역,서울특별시 송파구 위례성대로 6 1522-3232,송파구,스타벅스,37.5168051,127.1131356
1048,송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호1522-3232",송파구,스타벅스,37.5130506,127.0915464
1049,송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동)1522-3232,송파구,스타벅스,37.49964,127.1476597
1050,목동파리공원,서울특별시 양천구 목동동로 377 (목동)1522-3232,양천구,스타벅스,37.5352957,126.8788394
1051,등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,양천구,스타벅스,37.5468481,126.8751685
1052,목동행복한,서울특별시 양천구 목동동로 309 (목동)1522-3232,양천구,스타벅스,37.5291722,126.8759793
1053,신정DT,서울특별시 양천구 신월로 341 (신정동)1522-3232,양천구,스타벅스,37.5198014,126.8487425
1054,목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,양천구,스타벅스,37.5266578,126.8637816
1055,목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호1522-3232",양천구,스타벅스,37.5259231,126.868438
1056,목동8단지,서울특별시 양천구 목동서로 299 (신정동)1522-3232,양천구,스타벅스,37.520518,126.8688409
1057,오목교역,서울특별시 양천구 오목로 354 (목동)1522-3232,양천구,스타벅스,37.526072,126.864301
1058,신월IC DT,서울특별시 양천구 남부순환로 430 (신월동)1522-3232,양천구,스타벅스,37.5293911,126.8320559
1059,목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자1522-3232,양천구,스타벅스,37.5280098,126.8705367
1060,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)1522-3232",양천구,스타벅스,37.5367392,126.8821871
1061,목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운1522-3232,양천구,스타벅스,37.5363701,126.8785079
1062,현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232",양천구,스타벅스,37.527149,126.875036
1063,목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)1522-3232",양천구,스타벅스,37.5295375,126.8751751
1064,목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,양천구,스타벅스,37.5257763,126.8703272
1065,목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호1522-3232",양천구,스타벅스,37.5154556,126.8597603
1066,신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,양천구,스타벅스,37.5382715,126.8271345
1067,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)1522-3232,영등포구,스타벅스,37.517007,126.9041419
1068,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)1522-3232,영등포구,스타벅스,37.5035749,126.9192153
1069,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가)1522-3232,영등포구,스타벅스,37.516973,126.909159
1070,당산대로,서울특별시 영등포구 양평로 22 (당산동6가)1522-3232,영등포구,스타벅스,37.5331208,126.9038043
1071,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호1522-3232,영등포구,스타벅스,37.5249367,126.9252845
1072,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동)1522-3232,영등포구,스타벅스,37.5265758,126.9181878
1073,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동)1522-3232,영등포구,스타벅스,37.5213452,126.9259819
1074,국회대로,서울특별시 영등포구 국회대로 786 (여의도동)1522-3232,영등포구,스타벅스,37.5304488,126.919561
1075,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,영등포구,스타벅스,37.526608,126.9053537
1076,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동)1522-3232,영등포구,스타벅스,37.5292309,126.9248721
1077,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동)1522-3232,영등포구,스타벅스,37.5278307,126.9168822
1078,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,영등포구,스타벅스,37.5377276,126.8945139
1079,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층1522-3232,영등포구,스타벅스,37.5233278,126.9234386
1080,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,영등포구,스타벅스,37.5338151,126.8969784
1081,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비1522-3232,영등포구,스타벅스,37.5200722,126.9318875
1082,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워1522-3232,영등포구,스타벅스,37.5187813,126.9278117
1083,영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232",영등포구,스타벅스,37.5148999,126.924675
1084,문래역,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,영등포구,스타벅스,37.5190963,126.8985932
1085,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,영등포구,스타벅스,37.5350961,126.8999555
1086,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권1522-3232,영등포구,스타벅스,37.52236550000001,126.9290942
1087,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부1522-3232,영등포구,스타벅스,37.5278712,126.9202202
1088,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",영등포구,스타벅스,37.5176084,126.905008
1089,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티1522-3232,영등포구,스타벅스,37.5144447,126.8987734
1090,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동)1522-3232,영등포구,스타벅스,37.5240419,126.9244816
1091,롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호1522-3232",영등포구,스타벅스,37.5202062,126.9263648
1092,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",영등포구,스타벅스,37.5196292,126.8896882
1093,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",영등포구,스타벅스,37.5171482,126.9055629
1094,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)1522-3232",영등포구,스타벅스,37.520368,126.9292475
1095,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)1522-3232",영등포구,스타벅스,37.517007,126.9041419
1096,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,영등포구,스타벅스,37.5177549,126.907807
1097,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)1522-3232,영등포구,스타벅스,37.517007,126.9041419
1098,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)1522-3232",영등포구,스타벅스,37.5496468,126.9090878
1099,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동)1522-3232,영등포구,스타벅스,37.5251644,126.9255491
1100,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 1281522-3232,영등포구,스타벅스,37.54153700000001,126.8936271
1101,영등포구청역,서울특별시 영등포구 국회대로 558 1522-3232,영등포구,스타벅스,37.5275785,126.895872
1102,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)1522-3232",영등포구,스타벅스,37.5237037,126.8875056
1103,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,영등포구,스타벅스,37.52211,126.9031124
1104,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동)1522-3232,영등포구,스타벅스,37.5237584,126.9225703
1105,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,영등포구,스타벅스,37.5322248,126.9010187
1106,불광역,서울특별시 은평구 통일로 715 1522-3232,은평구,스타벅스,37.609382,126.9303971
1107,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호1522-3232,은평구,스타벅스,37.6394858,126.9189884
1108,연신내역사거리,서울특별시 은평구 통일로 842 (불광동)1522-3232,은평구,스타벅스,37.6183087,126.9390451
1109,연신내,서울특별시 은평구 통일로 867 (갈현동)1522-3232,은평구,스타벅스,37.6220821,126.9137086
1110,구파발역,서울특별시 은평구 진관2로 121522-3232,은평구,스타벅스,37.6354486,126.9231387
1111,은평구청입구,서울특별시 은평구 은평로 170 (응암동)1522-3232,은평구,스타벅스,37.6010363,126.9267886
1112,은평이마트,서울특별시 은평구 은평로 111 (응암동)1522-3232,은평구,스타벅스,37.60077709999999,126.9204992
1113,구산역,서울특별시 은평구 연서로 146 (대조동)1522-3232,은평구,스타벅스,37.6141112,126.9208904
1114,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동)1522-3232,종로구,스타벅스,37.5746567,126.9803884
1115,혜화역,서울특별시 종로구 대학로12길 4 1~2층1522-3232,종로구,스타벅스,37.5824779,127.002185
1116,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동)1522-3232,종로구,스타벅스,37.5716658,126.9722875
1117,강북삼성병원,서울특별시 종로구 새문안로 29 (평동)1522-3232,종로구,스타벅스,37.5688719,126.9680775
1118,종로평창동,서울특별시 종로구 평창12길 3 (평창동)1522-3232,종로구,스타벅스,37.60614899999999,126.9672128
1119,광화문우체국,서울특별시 종로구 종로 6 (서린동)1522-3232,종로구,스타벅스,37.5694905,126.9806743
1120,더종로R,서울특별시 종로구 종로 51 (종로2가)1522-3232,종로구,스타벅스,37.5707075,126.9835766
1121,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호1522-3232,종로구,스타벅스,37.5714356,126.9615273
1122,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동)1522-3232,종로구,스타벅스,37.5744107,126.9735709
1123,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부1522-3232",종로구,스타벅스,37.5726736,127.0160767
1124,종로구청,서울특별시 종로구 삼봉로 71 (수송동)1522-3232,종로구,스타벅스,37.5721365,126.9811966
1125,북촌로,서울특별시 종로구 북촌로4길 23 (계동)1522-3232,종로구,스타벅스,37.579419,126.986444
1126,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층1522-3232,종로구,스타벅스,37.5722185,126.9803309
1127,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩1522-3232,종로구,스타벅스,37.5696602,126.9748903
1128,안국,서울특별시 종로구 북촌로 5-1 (재동)1522-3232,종로구,스타벅스,37.5795404,126.9843102
1129,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동)1522-3232,종로구,스타벅스,37.5853358,126.9816987
1130,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워1522-3232,종로구,스타벅스,37.5709221,126.9788972
1131,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)1522-3232",종로구,스타벅스,37.5750907,126.9739521
1132,인사,서울특별시 종로구 인사동길 14 (인사동)1522-3232,종로구,스타벅스,37.5722317,126.9869444
1133,영풍문고,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩1522-3232,종로구,스타벅스,37.5696304,126.9821706
1134,광화문R,서울특별시 종로구 세종대로 167 (세종로)1522-3232,종로구,스타벅스,37.5712293,126.9762872
1135,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가)1522-3232,종로구,스타벅스,37.589259,126.9923661
1136,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본1522-3232,종로구,스타벅스,37.5743814,126.9686187
1137,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티1522-3232,종로구,스타벅스,37.571393,126.9986634
1138,종각,서울특별시 종로구 종로 64 (종로2가)1522-3232,종로구,스타벅스,37.5701735,126.985657
1139,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동)1522-3232,종로구,스타벅스,37.5829419,127.0038862
1140,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)1522-3232",종로구,스타벅스,37.5690496,126.9859854
1141,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)1522-3232",종로구,스타벅스,37.5771471,126.9726344
1142,이마빌딩,서울특별시 종로구 종로1길 42 (수송동)1522-3232,종로구,스타벅스,37.5738637,126.9789715
1143,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)1522-3232",종로구,스타벅스,37.5796075,127.0024305
1144,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)1522-3232",종로구,스타벅스,37.5705527,126.9902055
1145,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)1522-3232",종로구,스타벅스,37.5765072,127.0015243
1146,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)1522-3232",종로구,스타벅스,37.5751853,126.9797383
1147,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동)1522-3232,종로구,스타벅스,37.5697113,126.9886559
1148,정동,서울특별시 종로구 새문안로 42 (신문로2가)1522-3232,종로구,스타벅스,37.5686502,126.9701419
1149,종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,종로구,스타벅스,37.571373,126.9999865
1150,강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동)1522-3232,종로구,스타벅스,37.5688719,126.9680775
1151,동숭길입구,서울특별시 종로구 대학로 146 (혜화동)1522-3232,종로구,스타벅스,37.5842128,127.0020237
1152,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층1522-3232,종로구,스타벅스,37.5776979,126.9996458
1153,서대문역,서울특별시 종로구 통일로 134 (평동)1522-3232,종로구,스타벅스,37.5680134,126.966708
1154,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가)1522-3232,중구,스타벅스,37.5618085,126.9776349
1155,을지로4가역,서울특별시 중구 을지로 170 (을지로4가)1522-3232,중구,스타벅스,37.5665691,126.9972905
1156,동대문두타,서울특별시 중구 장충단로 275 (을지로6가)1522-3232,중구,스타벅스,37.5675139,127.0065887
1157,대한상공회의소R,서울특별시 중구 세종대로 39 상공회의소회관 1층1522-3232,중구,스타벅스,37.5607309,126.9738974
1158,명동센트럴,서울특별시 중구 명동9길 16 (명동1가)1522-3232,중구,스타벅스,37.5646118,126.9852283
1159,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)1522-3232,중구,스타벅스,37.5675139,127.0065887
1160,동국대,서울특별시 중구 서애로 1길 111522-3232,중구,스타벅스,37.5609063,126.9991003
1161,신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)1522-3232,중구,스타벅스,37.5609008,126.9809889
1162,을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가)1522-3232,중구,스타벅스,37.566454,126.983667
1163,대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가)1522-3232,중구,스타벅스,37.5585764,126.9749833
1164,동대문공원,서울특별시 중구 장충단로 229 (광희동1가)1522-3232,중구,스타벅스,37.5647643,127.0058331
1165,을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)1522-3232,중구,스타벅스,37.5678759,126.9811398
1166,동대입구역,서울특별시 중구 장충단로 166 (장충동1가)1522-3232,중구,스타벅스,37.5608027,127.0076024
1167,신당역사거리,서울특별시 중구 다산로 258 (흥인동)1522-3232,중구,스타벅스,37.5674439,127.0167756
1168,연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)1522-3232,중구,스타벅스,37.5570572,126.9736211
1169,회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산1522-3232,중구,스타벅스,37.5592302,126.9806639
1170,을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩1522-3232,중구,스타벅스,37.5672015,126.9831912
1171,을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)1522-3232,중구,스타벅스,37.566297,126.987966
1172,신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)1522-3232,중구,스타벅스,37.5609432,126.9825464
1173,서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국1522-3232,중구,스타벅스,37.5615577,126.9821367
1174,한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)1522-3232,중구,스타벅스,37.5679872,126.9771635
1175,명동중앙로,서울특별시 중구 명동길 60 (명동 2가)1522-3232,중구,스타벅스,37.5638244,126.9857117
1176,약수역,서울특별시 중구 다산로 129 (신당동)1522-3232,중구,스타벅스,37.55539780000001,127.0107109
1177,중구저동,서울특별시 중구 수표로 34 (저동2가)1522-3232,중구,스타벅스,37.5645052,126.9902443
1178,명동길,서울특별시 중구 명동10길 411522-3232,중구,스타벅스,37.5627133,126.985603
1179,소공로북창,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩1522-3232,중구,스타벅스,37.56372959999999,126.9790251
1180,서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩1522-3232,중구,스타벅스,37.5619851,126.9739462
1181,신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)1522-3232",중구,스타벅스,37.5693545,127.0171338
1182,명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔1522-3232,중구,스타벅스,37.565127,126.983688
1183,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)1522-3232",중구,스타벅스,37.5585967,126.9732661
1184,순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)1522-3232",중구,스타벅스,37.560174,126.9720786
1185,대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층1522-3232",중구,스타벅스,37.5609975,126.9933045
1186,환구단,서울특별시 중구 소공로 112 (소공동)1522-3232,중구,스타벅스,37.5644064,126.9796971
1187,무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층1522-3232,중구,스타벅스,37.5677014,126.9788451
1188,문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,중구,스타벅스,37.5671806,126.9685131
1189,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)1522-3232",중구,스타벅스,37.5632852,126.9772753
1190,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)1522-3232",중구,스타벅스,37.5613107,126.9729685
1191,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)1522-3232",중구,스타벅스,37.5562032,126.9749646
1192,황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,중구,스타벅스,37.5708733,127.0213284
1193,서소문,서울특별시 중구 서소문로 130 (서소문동)1522-3232,중구,스타벅스,37.5609904,126.9740584
1194,을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층1522-3232,중구,스타벅스,37.56520829999999,126.9880625
1195,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)1522-3232",중구,스타벅스,37.5637273,126.9807681
1196,서소문배재,서울특별시 중구 서소문로 99 (서소문동)1522-3232,중구,스타벅스,37.5628225,126.9721986
1197,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)1522-3232",중구,스타벅스,,
1198,KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,중구,스타벅스,37.5635558,126.9692092
1199,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232",중구,스타벅스,37.5662571,126.9799416
1200,시청플러스,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232",중구,스타벅스,37.5662571,126.9799416
1201,충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)1522-3232",중구,스타벅스,37.561391,126.9939127
1202,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)1522-3232",중구,스타벅스,37.5609432,126.9825464
1203,명동입구,서울특별시 중구 남대문로 68-1 (명동2가)1522-3232,중구,스타벅스,37.5631995,126.9822547
1204,무교로,서울특별시 중구 무교로 15 (무교동)1522-3232,중구,스타벅스,37.5672459,126.9789
1205,숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)1522-3232,중구,스타벅스,37.5580707,126.9747469
1206,레스케이프호텔,서울특별시 중구 퇴계로 67 (회현동1가)1522-3232,중구,스타벅스,37.55969,126.979398
1207,별다방,서울특별시 중구 퇴계로 100 (회현동2가)1522-3232,중구,스타벅스,37.5589433,126.9829133
1208,포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)1522-3232,중구,스타벅스,37.5656637,126.9894803
1209,명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,중구,스타벅스,37.5604891,126.9877701
1210,명일역,서울특별시 강동구 양재대로 1647 (명일동)1522-3232,강동구,스타벅스,37.5502209,127.1500409
1211,강동구청DT,서울특별시 강동구 성내로 32 (성내동)1522-3232,강동구,스타벅스,37.5291389,127.1237922
1212,강동암사DT,서울특별시 강동구 고덕로 43 (암사동)1522-3232,강동구,스타벅스,37.55504,127.1300647
1213,굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)1522-3232",강동구,스타벅스,37.5502209,127.1500409
1214,강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)1522-3232",강동구,스타벅스,37.538274,127.14567
1215,둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩1522-3232,강동구,스타벅스,37.5299339,127.122243
1216,천호로데오,서울특별시 강동구 천호대로 1037 (천호동)1522-3232,강동구,스타벅스,37.5439937,127.1256452
1217,천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관1522-3232,강동구,스타벅스,37.5495667,127.1370159
1218,길동역,서울특별시 강동구 양재대로 1487 (길동)1522-3232,강동구,스타벅스,37.5392074,127.1461206
1219,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)1522-3232",강동구,스타벅스,37.5530573,127.1724614
1220,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)1522-3232",강동구,스타벅스,37.5378216,127.1242994
1221,명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장1522-3232,강동구,스타벅스,37.5539649,127.1559881
1222,상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232",강동구,스타벅스,37.5576095,127.1699516
1223,천호사거리,서울특별시 강동구 올림픽로 651 1522-3232,강동구,스타벅스,37.5397441,127.1232777
1224,올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동)1522-3232,강동구,스타벅스,37.5241832,127.1286775
1225,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스1522-3232,강동구,스타벅스,37.5502182,127.135785
1226,신도림,서울특별시 구로구 경인로 610 (신도림동)1522-3232,구로구,스타벅스,37.5077345,126.8805914
1227,구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동)1522-3232,구로구,스타벅스,37.4833471,126.8965154
1228,오류동역,서울특별시 구로구 경인로 216 (오류동)1522-3232,구로구,스타벅스,37.4867354,126.8352645
1229,구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)1522-3232",구로구,스타벅스,37.4857932,126.8956465
1230,드림마크원,"서울특별시 구로구 디지털로31길 61, 드림마크원데이터센타 1층 (구로동)1522-3232",구로구,스타벅스,37.4857331,126.8917419
1231,구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232",구로구,스타벅스,37.4844847,126.8945479
1232,구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)1522-3232",구로구,스타벅스,37.4815733,126.8934683
1233,현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구로구,스타벅스,37.50904,126.889424
1234,구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232",구로구,스타벅스,37.4831293,126.8988591
1235,현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구로구,스타벅스,37.50904,126.889424
1236,구로고척,서울특별시 구로구 경인로 387 (고척동)1522-3232,구로구,스타벅스,37.5011414,126.8625002
1237,구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,구로구,스타벅스,37.5012056,126.8827953
1238,답십리역,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,동대문구,스타벅스,37.5693752,127.0568962
1239,경희대삼거리,서울특별시 동대문구 회기로 141 (회기동)1522-3232,동대문구,스타벅스,37.59153140000001,127.0520171
1240,외대정문,서울특별시 동대문구 이문로 93 (이문동)1522-3232,동대문구,스타벅스,37.5953303,127.0592389
1241,신설동역,서울특별시 동대문구 왕산로 19 (신설동)1522-3232,동대문구,스타벅스,37.5748653,127.0254662
1242,회기역사거리,서울특별시 동대문구 이문로 37 (회기동)1522-3232,동대문구,스타벅스,37.5907694,127.0561043
1243,외대,서울특별시 동대문구 휘경로 12-1 (이문동)1522-3232,동대문구,스타벅스,37.595688,127.0613927
1244,장한평역,서울특별시 동대문구 장한로 10 (장안동)1522-3232,동대문구,스타벅스,37.5622228,127.0655129
1245,경희대,서울특별시 동대문구 경희대로 16-1 (회기동)1522-3232,동대문구,스타벅스,37.5928812,127.0528085
1246,청량리역사,서울특별시 동대문구 왕산로 214 (전농동)1522-3232,동대문구,스타벅스,37.5792928,127.0479007
1247,서울숲역,서울특별시 성동구 왕십리로50 1층 일부1522-3232,성동구,스타벅스,37.5418544,127.044989
1248,금호역,서울특별시 성동구 동호로 99 1522-3232,성동구,스타벅스,37.5479939,127.0153343
1249,뚝섬역,서울특별시 성동구 아차산로 42 (성수동1가)1522-3232,성동구,스타벅스,37.546432,127.0490419
